region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Ismayilli district,district,2022,49.02,71.01,19328.0,19088.0,500.0,53.4,36594.0,21.8,9.1,61.83,79.51,49.02,21.8,0.8618631392025
Ismayilli district,district,2023,38.23,74.28,18279.0,18054.0,317.5,48.0,36619.0,31.6,4.7,62.36,79.36,38.23,31.6,0.870853647299295
Ismayilli district,district,2024,70.19,90.41,16683.0,16498.0,406.5,48.0,36728.0,9.3,16.5,72.6,108.96,70.19,9.3,0.88285688850346
Jabrayil district,district,2006,,,3254.0,3132.0,165.0,,3616.0,,,,,,,0.7848082117335083
Jabrayil district,district,2007,,,3278.0,3153.0,190.0,,3663.0,,,,,,,0.7855001608231651
Jabrayil district,district,2008,,,3350.0,3286.0,190.0,,3675.0,,,,,,,0.7749939840195688
Jabrayil district,district,2009,,,3407.0,3349.0,350.0,,4248.0,,,,,,,0.8019631414601818
Jabrayil district,district,2010,,,3458.0,3407.0,870.0,,5240.0,,,,,,,0.8367089238747434
Jabrayil district,district,2011,,,3564.0,3519.0,870.0,,5320.0,,,,,,,0.8330159870087508
Jabrayil district,district,2012,58.19,,3685.0,3633.0,870.0,,5806.0,22.2,,68.75,,58.19,22.2,0.842818259578796
Jabrayil district,district,2013,53.13,,3738.0,3689.0,870.0,48.0,5988.0,,,52.2,,53.13,,0.8453630174612915
Jabrayil district,district,2014,69.23,,3770.0,3722.0,885.0,46.2,6123.0,33.3,,80.0,,69.23,33.3,0.8474829037973942
Jabrayil district,district,2015,66.67,,4010.0,3956.0,890.0,46.7,6704.0,23.3,,81.67,,66.67,23.3,0.8517277139138124
Jabrayil district,district,2016,58.33,,4048.0,4023.0,900.0,50.0,7179.0,39.0,,81.67,,58.33,39.0,0.8597436449615874
Jabrayil district,district,2017,,,4105.0,4083.0,954.0,,7610.0,,,,,,,0.865861834888165
Jabrayil district,district,2018,,,4166.0,4158.0,989.0,,7895.0,,,,,,,0.8682079485877664
Jabrayil district,district,2019,,,4186.0,4178.0,948.0,,8321.0,,,,,,,0.874867668631464
Jabrayil district,district,2020,,,4298.0,4290.0,1275.0,,8572.0,,,,,,,0.8739591366049043
Jabrayil district,district,2021,,,4321.0,4313.0,1371.0,,8709.0,,,,,,,0.8750281152763394
Jabrayil district,district,2022,,,4270.0,4264.0,1455.0,,8915.0,,,,,,,0.8793766916415434
Jabrayil district,district,2023,,,4296.0,4291.0,1458.0,,9022.0,,,,,,,0.8800225779258085
Jabrayil district,district,2024,,,4415.0,4412.0,1490.0,,9203.0,,,,,,,0.878726137018727
Jalilabad district,district,2004,,,48746.0,45038.0,48.0,,48974.0,,,,,,,0.7340922407290544
Jalilabad district,district,2006,,,49247.0,45495.0,10.0,,49031.0,,,,,,,0.7249279603240315
Jalilabad district,district,2007,,,49442.0,45642.0,10.0,,49040.0,,,,,,,0.7240124742006847
Jalilabad district,district,2009,16.04,,49685.0,45836.0,112.0,,50643.0,,,,,16.04,,0.7403853795334616
Jalilabad district,district,2010,15.83,,49857.0,45971.0,112.0,48.0,50705.0,16.7,,29.2,,15.83,16.7,0.739895026067863
Jalilabad district,district,2011,14.58,,49969.0,46056.0,112.0,48.0,54905.0,18.6,,50.0,,14.58,18.6,0.7614242077126292
Jalilabad district,district,2012,39.33,,50137.0,46187.0,114.0,48.0,69530.0,19.3,,45.33,,39.33,19.3,0.8175162954045737
Jalilabad district,district,2013,20.08,,50228.0,46273.0,24.0,48.0,77490.0,,,45.1,,20.08,,0.835798283308448
Jalilabad district,district,2014,20.0,,50207.0,46479.0,30.0,47.5,78500.0,9.4,,52.5,,20.0,9.4,0.8379182464791337
Jalilabad district,district,2015,166.67,,50295.0,46763.0,30.0,44.4,82940.0,66.7,,55.56,,,66.7,0.846633173053573
Jalilabad district,district,2016,,,50319.0,47518.0,102.0,,82361.0,,,,,,,0.8445633079345174
Jalilabad district,district,2017,,,50331.0,48853.0,48.0,,82445.0,,,,,,,0.8386789365526812
Jalilabad district,district,2018,,,48858.0,47718.0,148.0,,72471.0,,,,,,,0.8195891851027743
Jalilabad district,district,2019,15.31,,48289.0,47288.0,148.0,18.4,75524.0,150.0,,50.0,,15.31,150.0,0.8297283848812751
Jalilabad district,district,2020,94.0,,48280.0,47534.0,148.0,86.0,74009.0,,,,,94.0,,0.8246805262399789
Jalilabad district,district,2021,,,48101.0,47491.0,159.0,,73900.0,,,,,,,0.8246126429164797
Jalilabad district,district,2022,,,48876.0,48229.0,197.0,,73920.0,,,,,,,0.8216474379378422
Jalilabad district,district,2023,,,49105.0,48465.0,159.0,,72456.0,,,,,,,0.8163417968480243
Jalilabad district,district,2024,,,48635.0,47883.0,87.0,,71732.0,,,,,,,0.8161424409057152
Julfa district,district,2000,,,5086.0,4833.0,1103.0,,7350.0,,,,,,,0.8287481064839716
Julfa district,district,2001,,,5220.0,4986.0,1165.0,,6421.0,,,,,,,0.7917192740769614
Julfa district,district,2002,,,5489.0,5255.0,1230.0,,7048.0,,,,,,,0.8002177498601087
Julfa district,district,2003,,,5545.0,5323.0,1344.0,,7439.0,,,,,,,0.808801450735861
Julfa district,district,2004,,,5737.0,5550.0,1377.0,,7533.0,,,,,,,0.8015561625473164
Julfa district,district,2005,,,6205.0,6018.0,1438.0,,7588.0,,,,,,,0.7826078771263572
Julfa district,district,2006,,,6732.0,6552.0,1453.0,,7944.0,,,,,,,0.7714852938769344
Julfa district,district,2007,,,6744.0,6578.0,1395.0,,8192.0,,,,,,,0.778583704621408
Julfa district,district,2008,,,6829.0,6645.0,2136.0,,8441.0,,,,,,,0.7805401466345808
Julfa district,district,2009,,,6876.0,6648.0,2090.0,,8691.0,,,,,,,0.7878097299734471
Julfa district,district,2010,,,6952.0,6789.0,1859.0,,8890.0,,,,,,,0.7887780775288062
Julfa district,district,2011,,,7020.0,6917.0,1566.0,,9010.0,,,,,,,0.7884098951701193
Julfa district,district,2012,,,7220.0,7109.0,1332.0,,9160.0,,,,,,,0.7864611470786635
Julfa district,district,2013,,,7295.0,7181.0,1338.0,,9180.0,,,,,,,0.7843722658433395
Julfa district,district,2014,,,7368.0,7252.0,1258.0,,9195.0,,,,,,,0.7826009619678822
Julfa district,district,2015,,,7446.0,7326.0,1124.0,,9321.0,,,,,,,0.7840228326049539
Julfa district,district,2016,,,7525.0,7396.0,1557.0,,9452.0,,,,,,,0.783017336900487
Julfa district,district,2017,,,7704.0,7468.0,399.0,,9594.0,,,,,,,0.7913913204120121
Julfa district,district,2018,,,7786.0,7543.0,326.0,,9716.0,,,,,,,0.7927159608714437
Julfa district,district,2019,,,7884.0,7624.0,352.0,,9894.0,,,,,,,0.7940546726969779
Julfa district,district,2020,,,8014.0,7738.0,416.0,,10084.0,,,,,,,0.7941784980035849
Julfa district,district,2021,,,8126.0,7839.0,1768.0,,10205.0,,,,,,,0.786176636615686
Julfa district,district,2022,,,8215.0,7924.0,1679.0,,10347.0,,,,,,,0.7871405317738701
Julfa district,district,2023,,,3425.0,3410.0,1737.0,,7254.0,,,,,,,0.882648531425015
Julfa district,district,2024,,,3412.0,3394.0,1465.0,,7324.0,,,,,,,0.885044569956843
Kalbajar district,district,2001,,,4176.0,3928.0,33.0,,3819.0,,,,,,,0.7392015117059011
Kalbajar district,district,2002,,,5497.0,5199.0,33.0,,4778.0,,,,,,,0.7151872170094021
Kalbajar district,district,2003,,,6099.0,5800.0,61.0,,4287.0,,,,,,,0.6436745654099172
Kalbajar district,district,2004,,,6627.0,6334.0,38.0,,4539.0,,,,,,,0.6328326390517562
Kalbajar district,district,2005,,28.57,7121.0,6841.0,52.0,,5264.0,,37.0,,39.15,28.57,37.0,0.6527155772435485
Kalbajar district,district,2006,,,8583.0,8217.0,70.0,,5778.0,,,,,,,0.6199297343800101
Kalbajar district,district,2007,,,10064.0,9659.0,178.0,,6771.0,,,,,,,0.6135063374797913
Kalbajar district,district,2008,,47.17,11165.0,10750.0,197.0,,8010.0,,16.5,,54.95,47.17,16.5,0.6305132459209355
Kalbajar district,district,2009,,25.27,11922.0,11444.0,499.0,48.0,8837.0,,2.9,,36.0,25.27,2.9,0.6370876111613245
Kalbajar district,district,2010,,27.87,11973.0,11589.0,357.0,,14051.0,,26.1,,31.9,27.87,26.1,0.7721785793178678
Kalbajar district,district,2011,,45.21,12123.0,11753.0,325.0,,15010.0,,2.5,,56.5,45.21,2.5,0.7854935867161186
Kalbajar district,district,2012,,34.89,12947.0,12472.0,319.0,,15763.0,,12.6,,45.1,34.89,12.6,0.7823847043968475
Kalbajar district,district,2013,,18.12,13197.0,12675.0,329.0,,17053.0,,107.6,,48.0,18.12,107.6,0.7972709925529522
Kalbajar district,district,2014,,39.09,13201.0,12712.0,319.0,,17223.0,,41.9,,52.0,39.09,41.9,0.7989653395938027
Kalbajar district,district,2015,,32.28,13089.0,12629.0,380.0,,17396.0,,43.8,,51.78,32.28,43.8,0.8023311355696008
Kalbajar district,district,2016,,35.47,12575.0,12164.0,256.0,,17493.0,,44.7,,52.33,35.47,44.7,0.81327336953941
Kalbajar district,district,2017,,30.41,12469.0,12101.0,146.0,,16936.0,,61.4,,58.1,30.41,61.4,0.8085342023427071
Kalbajar district,district,2018,,36.03,12379.0,11999.0,151.0,,17111.0,,94.4,,70.0,36.03,94.4,0.8126645743332
Kalbajar district,district,2019,,39.88,12417.0,11958.0,159.0,,17210.0,,40.0,,70.0,39.88,40.0,0.8145865437167875
Kalbajar district,district,2020,,50.0,12521.0,12294.0,171.0,,17348.0,,,,,50.0,,0.809905224831528
Kalbajar district,district,2021,,,16724.0,16401.0,116.2,,18522.0,,,,,,,0.752154149126042
Kalbajar district,district,2022,,,18879.0,18563.0,90.0,,20174.0,,,,,,,0.7403257459077413
Kalbajar district,district,2023,,,18442.0,18218.0,66.0,,23237.0,,,,,,,0.7833634908387255
Kalbajar district,district,2024,,,16083.0,15843.0,83.0,,22714.0,,,,,,,0.811866172991263
Kangarli district,district,2004,,,4874.0,4874.0,2494.0,,6960.0,,,,,,,0.8105715783106292
Kangarli district,district,2005,,,5031.0,5031.0,2313.0,,7155.0,,,,,,,0.8098259687530683
Kangarli district,district,2006,,,5404.0,5404.0,2319.0,,7486.0,,,,,,,0.8030893675603973
Kangarli district,district,2007,,,5454.0,5454.0,2423.0,,7722.0,,,,,,,0.8075941227040951
Kangarli district,district,2008,,,5516.0,5516.0,2438.0,,7859.0,,,,,,,0.8088196961061922
Kangarli district,district,2009,,,5577.0,5577.0,1810.0,,8052.0,,,,,,,0.8135288925105286
Kangarli district,district,2010,,,5653.0,5653.0,1781.0,,8255.0,,,,,,,0.81591014551379
Kangarli district,district,2011,,,5710.0,5710.0,1804.0,,8350.0,,,,,,,0.8160221372479186
Kangarli district,district,2012,,,5780.0,5780.0,1782.0,,8450.0,,,,,,,0.8159053481054919
Kangarli district,district,2013,,,5840.0,5840.0,1789.0,,8460.0,,,,,,,0.8138145826468747
Kangarli district,district,2014,,,5897.0,5897.0,2078.0,,8475.0,,,,,,,0.8110532602324568
Kangarli district,district,2015,,,5974.0,5974.0,2155.0,,8564.0,,,,,,,0.8101293579209373
Kangarli district,district,2016,,,6035.0,6035.0,3020.0,,8674.0,,,,,,,0.8083457330937254
Kangarli district,district,2017,,,6110.0,6110.0,2486.0,,8798.0,,,,,,,0.8099425209557329
Kangarli district,district,2018,,,6182.0,6182.0,2660.0,,8915.0,,,,,,,0.8097056595097004
Kangarli district,district,2019,,,6257.0,6257.0,2684.0,,9072.0,,,,,,,0.8107116257042951
Kangarli district,district,2020,,,6334.0,6334.0,2599.0,,9226.0,,,,,,,0.8118078145705953
Kangarli district,district,2021,,,6423.0,6423.0,2898.0,,9325.0,,,,,,,0.8102393665772049
Kangarli district,district,2022,,,6498.0,6498.0,2929.0,,9457.0,,,,,,,0.8105955792156088
Kangarli district,district,2023,,,2187.0,2187.0,3038.0,,6528.0,,,,,,,0.9158957585043014
Kangarli district,district,2024,,,2774.0,2774.0,2823.0,,6594.0,,,,,,,0.8947852852949055
Khachmaz district,district,2000,,,22898.0,20616.0,1282.0,,26637.0,,,,,,,0.7799975075874327
Khachmaz district,district,2001,,,23873.0,21420.0,2211.0,,29490.0,,,,,,,0.7931713062527955
Khachmaz district,district,2002,,,24718.0,22367.0,2117.0,,30725.0,,,,,,,0.7927992647000767
Khachmaz district,district,2003,,,25461.0,23256.0,2238.0,,30400.0,,,,,,,0.780363123359203
Khachmaz district,district,2004,,,25536.0,23410.0,2737.0,,33048.0,,,,,,,0.7980936536902028
Khachmaz district,district,2005,17.48,11.24,25772.0,24102.0,2978.0,47.9,34270.0,7.0,78.0,18.07,20.0,17.48,7.0,0.7993921997546853
Khachmaz district,district,2006,,,25840.0,24155.0,3615.0,,35161.0,,,,,,,0.8038740920973613
Khachmaz district,district,2007,,,26057.0,24440.0,4893.0,,36005.0,,,,,,,0.8051175177302972
Khachmaz district,district,2008,27.01,25.0,25973.0,24694.0,5314.0,47.8,36185.0,18.5,60.0,35.07,40.0,27.01,18.5,0.8035012800276259
Khachmaz district,district,2009,20.51,18.07,26129.0,24847.0,5815.0,48.0,36511.0,17.2,66.1,28.55,30.27,20.51,17.2,0.8036744115905281
Khachmaz district,district,2010,31.9,20.49,26020.0,24657.0,5812.0,48.0,37862.0,-6.1,51.6,29.6,33.5,31.9,-6.1,0.8133998022663602
Khachmaz district,district,2011,60.64,21.15,25961.0,24709.0,3768.0,48.0,39263.0,-42.2,66.1,38.9,37.4,60.64,-42.2,0.8226046300434134
Khachmaz district,district,2012,41.9,20.05,25850.0,24682.0,3358.0,52.5,39852.0,6.7,36.4,46.73,30.0,41.9,6.7,0.8263087438309391
Khachmaz district,district,2013,45.7,14.91,25738.0,24651.0,2906.0,48.0,42513.0,,36.4,43.0,30.0,45.7,36.4,0.839432425012909
Khachmaz district,district,2014,48.01,,25543.0,24579.0,3083.0,48.0,45379.0,,,41.49,,48.01,,0.8511054385034122
Khachmaz district,district,2015,59.22,,26428.0,25475.0,3228.0,48.0,48640.0,,,35.05,,59.22,,0.8564446214517125
Khachmaz district,district,2016,758.63,,25925.0,25029.0,3604.0,80.4,52020.0,,,57.03,,,,0.8688055516513894
Khachmaz district,district,2017,62.2,,26335.0,25394.0,4520.0,44.5,60569.0,5.8,,70.22,,62.2,5.8,0.8858570015754792
Khachmaz district,district,2018,60.81,,26491.0,25626.0,4663.0,2.4,63822.0,4.6,,67.36,,60.81,4.6,0.890654364684296
Khachmaz district,district,2019,58.36,,25735.0,24966.0,4789.0,2.6,69035.0,11.5,,92.58,,58.36,11.5,0.901159378753479
Khachmaz district,district,2020,53.52,,26205.0,25475.0,4756.6,2.5,71902.0,23.5,,67.87,,53.52,23.5,0.9030825467726334
Khachmaz district,district,2021,82.31,,26065.0,25271.0,4443.6,24.4,74902.0,21.7,,64.07,,82.31,21.7,0.9074986799692486
Khachmaz district,district,2022,80.4,,26129.0,25429.0,3558.6,33.4,78806.0,25.5,,88.76,,80.4,25.5,0.9115246166627793
Khachmaz district,district,2023,64.28,,24878.0,24378.0,2672.7,34.0,82482.0,13.9,,86.22,,64.28,13.9,0.9184164610329038
Khachmaz district,district,2024,67.35,,23418.0,23096.0,2354.9,32.0,83747.0,10.7,,72.2,,67.35,10.7,0.9231347762566917
Khizi district,district,2000,,,3925.0,3889.0,21.0,,4053.0,,,,,,,0.7596592553037191
Khizi district,district,2001,,,3948.0,3899.0,24.0,,3635.0,,,,,,,0.7279753974935843
Khizi district,district,2002,,,3988.0,3954.0,2.0,,3825.0,,,,,,,0.7376168915789415
Khizi district,district,2007,,,5087.0,4937.0,137.0,,4235.0,,,,,,,0.6910682071085334
Khizi district,district,2008,,15.99,5068.0,5049.0,186.0,,5209.0,,50.0,,36.0,15.99,50.0,0.7438851946191493
Khizi district,district,2010,,39.16,5150.0,5126.0,369.0,,8940.0,,100.0,,62.7,39.16,100.0,0.856898849464181
Khizi district,district,2011,,41.35,5460.0,5441.0,176.0,,9650.0,,100.0,,62.9,41.35,100.0,0.8609085676033238
Khizi district,district,2012,,32.58,6078.0,6062.0,501.0,,11575.0,,-1.2,,30.6,32.58,-1.2,0.8679535340912456
Khizi district,district,2013,,17.58,5653.0,5643.0,186.0,,11748.0,,100.0,,80.0,17.58,100.0,0.8822949084410613
Khizi district,district,2014,,,5976.0,5933.0,38.0,,10956.0,,,,,,,0.8682533898955364
Khizi district,district,2015,501.0,,5114.0,5083.0,113.0,48.0,12080.0,2.1,,43.64,,,2.1,0.8983723268367826
Khizi district,district,2016,55.46,,5147.0,5137.0,259.0,48.0,10344.0,42.6,,32.84,,55.46,42.6,0.8782846132378732
Khizi district,district,2017,65.89,,4685.0,4675.0,300.0,48.0,9468.0,12.9,,63.55,,65.89,12.9,0.8795135063854661
Khizi district,district,2018,62.11,,5207.0,5191.0,265.0,47.8,6992.0,61.6,,79.49,,62.11,61.6,0.8092112298437082
Khizi district,district,2019,52.62,,4864.0,4815.0,297.0,48.0,6845.0,,,44.76,,52.62,,0.8213902672125751
Khizi district,district,2020,19.67,,4866.0,4837.0,375.0,48.0,6728.0,40.5,,46.57,,19.67,40.5,0.815777320817397
Khizi district,district,2021,80.0,,4561.0,4541.0,240.0,48.0,7057.0,,,68.68,,80.0,,0.8402443777198538
Khizi district,district,2022,80.0,,4542.0,4514.0,596.0,48.0,6985.0,,,,,80.0,,0.8359451102925188
Khizi district,district,2023,60.0,,4156.0,4143.0,305.0,48.0,6987.0,66.7,,100.0,,60.0,66.7,0.8546234337379021
Khizi district,district,2024,,,4082.0,4063.0,90.0,,7022.0,,,,,,,0.8620117255900482
Khojaly district,district,2002,,,1167.0,1115.0,5.0,,764.0,,,,,,,0.6868374120454351
Khojaly district,district,2004,,,2014.0,1936.0,10.0,,1323.0,,,,,,,0.6596801054675103
Khojavand district,district,2000,,,1310.0,1279.0,144.0,,1177.0,,,,,,,0.7514291484276954
Khojavand district,district,2001,,,1383.0,1355.0,126.0,,1395.0,,,,,,,0.7801351580258854
Khojavand district,district,2002,,,1808.0,1753.0,149.0,,1608.0,,,,,,,0.7398216949959195
Khojavand district,district,2003,,,1818.0,1779.0,201.0,,1717.0,,,,,,,0.7515733959077141
Khojavand district,district,2004,,,1826.0,1793.0,234.0,,1853.0,,,,,,,0.7687228123772413
Khojavand district,district,2005,,8.26,1688.0,1678.0,254.0,,1858.0,,66.7,,20.0,8.26,66.7,0.7874898239386959
Khojavand district,district,2006,,,1692.0,1690.0,309.0,,1859.0,,,,,,,0.7843350959892127
Khojavand district,district,2007,,,1648.0,1642.0,528.0,,1860.0,,,,,,,0.7883395811197561
Khojavand district,district,2008,,9.92,961.0,957.0,553.0,,1660.0,,21.4,,17.0,9.92,21.4,0.8773485211317056
Khojavand district,district,2009,18.0,18.48,800.0,797.0,615.0,,813.0,,,,,18.0,,0.7818969339779409
Khojavand district,district,2010,2.5,14.31,872.0,872.0,521.0,,385.0,,41.8,,21.1,2.5,41.8,0.5322651788800468
Khojavand district,district,2011,,15.56,881.0,880.0,475.0,,290.0,,19.5,,30.0,15.56,19.5,0.45612262688902827
Khojavand district,district,2012,30.0,15.56,937.0,934.0,512.0,48.0,1103.0,,19.5,,30.0,30.0,19.5,0.8129839078872393
Khojavand district,district,2013,,15.56,1010.0,1010.0,270.0,,1486.0,,19.5,,30.0,15.56,19.5,0.8562957576910646
Khojavand district,district,2014,,,1042.0,1042.0,283.0,,1492.0,,,,,,,0.8509930862363967
Khojavand district,district,2015,,,1073.0,1073.0,409.0,,1680.0,,,,,,,0.8626387484547035
Khojavand district,district,2016,,,1159.0,1159.0,400.0,,2200.0,,,,,,,0.8868571951842407
Khojavand district,district,2017,,,949.0,949.0,394.0,,2298.0,,,,,,,0.9123266129582448
Khojavand district,district,2018,,,922.0,922.0,410.0,,2510.0,,,,,,,0.9208712696993963
Khojavand district,district,2019,,,1014.0,1014.0,416.0,,2541.0,,,,,,,0.9141723765160271
Khojavand district,district,2020,,,1040.0,1040.0,399.4,,2591.0,,,,,,,0.9136020456278379
Khojavand district,district,2021,,,1086.0,1086.0,421.6,,2716.0,,,,,,,0.9133541642072832
Khojavand district,district,2022,,,1091.0,1026.0,390.9,,2890.0,,,,,,,0.9223236395733002
Khojavand district,district,2023,,,1095.0,1007.0,403.2,,2722.0,,,,,,,0.9197019827441836
Khojavand district,district,2024,,,1285.0,1213.0,409.0,,2693.0,,,,,,,0.9023488730925866
Kurdamir district,district,2000,,,24598.0,17601.0,10593.0,,20426.0,,,,,,,0.7381330683872118
Kurdamir district,district,2001,,,26325.0,18144.0,10579.0,,22224.0,,,,,,,0.7533209977160139
Kurdamir district,district,2002,,,27342.0,19577.0,9618.0,,22169.0,,,,,,,0.7320045325002155
Kurdamir district,district,2003,,,27650.0,20261.0,9734.0,,22289.0,,,,,,,0.7235091187584279
Kurdamir district,district,2004,,,28388.0,21239.0,10123.0,,22730.0,,,,,,,0.7151171326661885
Kurdamir district,district,2005,12.03,13.0,28773.0,21791.0,10331.0,49.0,23071.0,39.4,38.5,16.45,18.0,12.03,39.4,0.7117928987005658
Kurdamir district,district,2006,,,29009.0,22327.0,10496.0,,23450.0,,,,,,,0.7093269087771196
Kurdamir district,district,2007,,,29805.0,22623.0,12059.0,,23567.0,,,,,,,0.7057200702790821
Kurdamir district,district,2008,22.05,22.95,30411.0,24181.0,12927.0,50.0,24038.0,12.4,21.7,37.11,42.0,22.05,12.4,0.6911003685478656
Kurdamir district,district,2009,28.98,25.0,30770.0,24726.0,15727.0,48.0,24446.0,158.4,39.5,74.91,34.88,28.98,158.4,0.6877918292964094
Kurdamir district,district,2010,57.62,25.75,31106.0,25097.0,14809.0,48.1,32693.0,4.7,77.3,62.4,45.2,57.62,4.7,0.7681804781824175
Kurdamir district,district,2011,34.64,26.72,32175.0,25988.0,14086.0,48.0,33454.0,2.7,97.1,88.8,50.0,34.64,2.7,0.7655863753690283
Kurdamir district,district,2012,35.92,27.21,32507.0,26444.0,13447.0,48.2,37400.0,99.3,76.7,69.56,48.1,35.92,99.3,0.7898821253210386
Kurdamir district,district,2013,36.72,27.35,33256.0,27444.0,16841.0,48.2,41564.0,87.2,77.2,67.6,48.5,36.72,87.2,0.8045843597391179
Kurdamir district,district,2014,36.65,27.87,32889.0,27468.0,17236.0,48.1,41620.0,29.0,73.5,50.49,48.39,36.65,29.0,0.8045442048638962
Kurdamir district,district,2015,36.87,27.83,33516.0,28084.0,14978.0,48.1,41786.0,29.5,71.7,50.35,48.13,36.87,29.5,0.8014184311745012
Kurdamir district,district,2016,35.37,28.27,33548.0,28202.0,13244.0,48.1,42786.0,12.8,72.4,61.09,49.33,35.37,12.8,0.8066143372503173
Kurdamir district,district,2017,36.99,29.02,33571.0,28522.0,12975.0,48.1,42834.0,25.4,69.7,50.8,50.08,36.99,25.4,0.8045075055818391
Kurdamir district,district,2018,40.59,30.79,33025.0,28607.0,10131.0,48.7,43265.0,23.7,66.7,55.23,51.68,40.59,23.7,0.8075532165130973
Kurdamir district,district,2019,47.52,32.67,33154.0,28881.0,10234.0,48.4,44842.0,12.4,57.3,54.96,52.36,47.52,12.4,0.8132924978442885
Kurdamir district,district,2020,48.65,38.13,32580.0,28832.0,10265.5,48.5,44894.0,10.2,31.2,54.82,51.49,48.65,10.2,0.8138838335253921
Kurdamir district,district,2021,48.76,38.36,32790.0,29305.0,9269.0,48.4,46468.0,15.1,30.1,56.09,51.46,48.76,15.1,0.8183554450321573
Kurdamir district,district,2022,51.7,46.19,31102.0,28058.0,8888.0,48.4,47734.0,5.1,18.8,60.21,56.64,51.7,5.1,0.8325136831532273
Kurdamir district,district,2023,56.55,50.64,30080.0,27277.0,8784.0,48.4,48331.0,10.9,15.1,69.62,60.56,56.55,10.9,0.8400624852672932
Kurdamir district,district,2024,59.63,52.68,27620.0,25250.0,8712.0,48.4,48072.0,9.0,17.8,70.49,63.65,59.63,9.0,0.8523263320497043
Lachin district,district,2002,,,10308.0,7997.0,95.0,,11026.0,,,,,,,0.811006816733519
Lachin district,district,2003,,,10574.0,8298.0,259.0,,11781.0,,,,,,,0.8143935012524486
Lachin district,district,2004,,,11118.0,8800.0,437.0,,12007.0,,,,,,,0.8031596395264327
Lachin district,district,2005,,15.44,11301.0,9036.0,477.0,47.6,5045.0,2.2,7.4,22.45,18.0,15.44,2.2,0.5422858672512613
Lachin district,district,2006,,,12391.0,10010.0,522.0,,9047.0,,,,,,,0.687669680618978
Lachin district,district,2007,,,12657.0,10326.0,1205.0,,10037.0,,,,,,,0.7046953322115597
Lachin district,district,2008,,23.85,13085.0,10874.0,1379.0,44.4,11391.0,20.0,25.0,30.0,30.0,23.85,20.0,0.72566713346203
Lachin district,district,2009,,28.96,14210.0,11798.0,2123.0,48.0,11907.0,-6.3,10.1,32.42,32.07,28.96,-6.3,0.7110144448399742
Lachin district,district,2010,,33.0,16369.0,13953.0,1462.0,48.0,12789.0,16.1,-5.3,42.4,32.0,33.0,16.1,0.6828726273301134
Lachin district,district,2011,,31.76,16700.0,14023.0,1325.0,,13095.0,,8.8,,34.6,31.76,8.8,0.6892008704074684
Lachin district,district,2012,,29.65,16724.0,14220.0,1608.0,,13927.0,,0.5,,29.7,29.65,0.5,0.7025191950685861
Lachin district,district,2013,,30.43,16562.0,14428.0,1547.0,,13946.0,,4.4,,29.6,30.43,4.4,0.6986587564776323
Lachin district,district,2014,,37.5,16936.0,15140.0,1782.0,,22140.0,,26.7,,63.33,37.5,26.7,0.8088501280151649
Lachin district,district,2015,,60.0,17074.0,15489.0,1989.0,,20350.0,,,,,60.0,,0.7830470131345344
Lachin district,district,2016,,,17043.0,15602.0,1887.0,,20554.0,,,,,,,0.7839632589027472
Lachin district,district,2017,,,15048.0,13770.0,1463.0,,19846.0,,,,,,,0.806932302002385
Lachin district,district,2018,,,14767.0,13732.0,1837.0,,15610.0,,,,,,,0.7456400273665144
Lachin district,district,2019,,,14679.0,13645.0,1224.0,,15374.0,,,,,,,0.7455087235652642
Lachin district,district,2020,,,14433.0,13508.0,910.2,,15180.0,,,,,,,0.7463767376044278
Lachin district,district,2021,,,18852.0,17919.0,752.2,,15117.0,,,,,,,0.6589642086648541
Lachin district,district,2022,,,18361.0,17355.0,709.0,,19882.0,,,,,,,0.7511865222700013
Lachin district,district,2023,,,18652.0,17699.0,709.0,,23086.0,,,,,,,0.7851271293230123
Lachin district,district,2024,,,18705.0,17648.0,761.0,,23537.0,,,,,,,0.7903276897934018
Lankaran district,district,2000,,,13617.0,13368.0,45.0,,16754.0,,,,,,,0.7824572563081461
Lankaran district,district,2001,,,14230.0,13886.0,56.0,,18118.0,,,,,,,0.7918140199185476
Lankaran district,district,2002,,,14964.0,14627.0,20.0,,16461.0,,,,,,,0.7522716395876223
Lankaran district,district,2004,,,18149.0,17674.0,1.0,,21262.0,,,,,,,0.7548596346212634
Lankaran district,district,2006,,,18945.0,18515.0,43.0,,23235.0,,,,,,,0.7789508469694745
Lankaran district,district,2007,,,19060.0,18674.0,50.0,,24235.0,,,,,,,0.7873182979201931
Lankaran district,district,2008,24.31,17.84,21291.0,20619.0,189.0,42.8,25297.0,3.3,22.6,26.9,25.0,24.31,3.3,0.771877081834341
Lankaran district,district,2009,31.64,31.0,21204.0,20630.0,432.0,48.0,26410.0,3.6,15.0,34.33,36.55,31.64,3.6,0.7811945162814186
Lankaran district,district,2010,45.79,35.47,21674.0,21324.0,1343.0,47.9,27976.0,,,23.0,,45.79,,0.7835610606919631
