region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Barda district,district,2001,,,26482.0,19923.0,9475.0,,26550.0,,,,,,,0.7766601767526052
Barda district,district,2002,,,31345.0,23900.0,9916.0,,27878.0,,,,,,,0.7407788246708258
Barda district,district,2003,,,32130.0,24709.0,14172.0,,30150.0,,,,,,,0.750782295448126
Barda district,district,2004,,,32186.0,24987.0,14820.0,,33800.0,,,,,,,0.7778988845328403
Barda district,district,2005,,,32248.0,25079.0,15380.0,,38000.0,,,,,,,0.8048796106022871
Barda district,district,2006,,,33004.0,26409.0,19035.0,,40100.0,,,,,,,0.8041695213753356
Barda district,district,2007,,,35154.0,29353.0,25379.0,,42200.0,,,,,,,0.7899378394172759
Barda district,district,2008,,,36008.0,30416.0,27564.0,,44100.0,,,,,,,0.7916103251384201
Barda district,district,2009,,,36943.0,31186.0,27068.0,,46300.0,,,,,,,0.7975318018950477
Barda district,district,2010,22.54,,37550.0,31714.0,34994.0,,47604.0,,,,,22.54,,0.7983485377523242
Barda district,district,2011,,,38423.0,32829.0,33387.0,,49964.0,,,,,,,0.802148838884365
Barda district,district,2012,,30.38,39297.0,33809.0,29378.0,,51450.0,,25.0,,40.0,30.38,25.0,0.8032490911558683
Barda district,district,2013,23.0,,41185.0,35803.0,31573.0,48.0,57115.0,58.4,,24.0,,23.0,58.4,0.8136456623366666
Barda district,district,2014,36.64,,42021.0,36758.0,31041.0,48.0,65433.0,0.1,,44.98,,36.64,0.1,0.8359802032261873
Barda district,district,2015,36.15,,42042.0,36852.0,33835.0,48.0,69047.0,0.1,,44.98,,36.15,0.1,0.8447922694505015
Barda district,district,2016,36.68,,42015.0,37150.0,31204.0,48.0,79830.0,1.2,,45.53,,36.68,1.2,0.8670157999054937
Barda district,district,2017,36.69,,42045.0,38294.0,26641.0,49.0,81536.0,1.2,,45.54,,36.69,1.2,0.866523157985622
Barda district,district,2018,37.62,,42635.0,39542.0,26776.0,48.0,82008.0,9.6,,47.38,,37.62,9.6,0.8628130120180734
Barda district,district,2019,37.75,,42003.0,39380.0,28783.0,48.0,82618.0,4.7,,46.66,,37.75,4.7,0.864193335265135
Barda district,district,2020,14.0,,41945.0,39321.0,28981.0,11.5,89962.0,197.8,,41.69,,14.0,197.8,0.8761903545888836
Barda district,district,2021,38.28,,43805.0,41443.0,29431.0,36.2,86540.0,77.0,,67.8,,38.28,77.0,0.8637047908595402
Barda district,district,2022,48.08,,46270.0,44064.0,27864.0,33.4,93292.0,34.0,,64.41,,48.08,34.0,0.8663262781395383
Barda district,district,2023,47.56,,47321.0,45218.0,24786.0,33.5,96741.0,52.3,,72.43,,47.56,52.3,0.868437039531334
Barda district,district,2024,26.6,,49957.0,48023.0,25892.0,33.5,100184.0,202.1,,100.76,,26.6,202.1,0.8650128634220935
Beylagan district,district,2000,,,16653.0,14268.0,10851.0,,19818.0,,,,,,,0.7859712437643939
Beylagan district,district,2001,,,18329.0,15851.0,17765.0,,23278.0,,,,,,,0.795504465350327
Beylagan district,district,2002,,,19347.0,16816.0,17476.0,,24280.0,,,,,,,0.7916556018236918
Beylagan district,district,2003,,,21648.0,18892.0,19787.0,,21850.0,,,,,,,0.7316564355146727
Beylagan district,district,2004,,,22506.0,19888.0,19800.0,,22150.0,,,,,,,0.7207561273409665
Beylagan district,district,2005,9.71,6.27,22638.0,20070.0,19538.0,47.6,22725.0,3.0,91.6,10.0,12.02,9.71,3.0,0.7257828379322747
Beylagan district,district,2006,,,23708.0,21220.0,20848.0,,23236.0,,,,,,,0.7154733437325457
Beylagan district,district,2007,,,24490.0,22158.0,25192.0,,23450.0,,,,,,,0.703561262869796
Beylagan district,district,2008,46.93,6.59,25307.0,23526.0,27501.0,48.2,26733.0,-56.8,200.0,20.0,20.0,46.93,-56.8,0.7243130473175067
Beylagan district,district,2009,38.33,13.64,25975.0,24258.0,24825.0,48.0,30360.0,-47.5,46.4,20.0,20.0,38.33,-47.5,0.7529907977061716
Beylagan district,district,2010,28.48,23.06,26358.0,24841.0,25326.0,48.0,34768.0,-30.0,0.0,20.0,22.8,28.48,-30.0,0.7823526926915398
Beylagan district,district,2011,27.69,17.22,26581.0,25158.0,26233.0,48.0,36350.0,-28.0,16.8,20.0,19.9,27.69,-28.0,0.7899652580059439
Beylagan district,district,2012,25.61,16.22,26788.0,25402.0,28775.0,48.0,37740.0,-2.0,39.0,25.13,22.3,25.61,-2.0,0.7959590891421539
Beylagan district,district,2013,25.6,16.22,27070.0,25693.0,28730.0,48.0,38773.0,,30.5,,21.0,25.6,30.5,0.7996797499172074
Beylagan district,district,2014,25.59,16.37,27140.0,25751.0,24880.0,48.0,39130.0,,30.5,25.0,21.02,25.59,30.5,0.8023411782382899
Beylagan district,district,2015,25.67,20.89,27271.0,25856.0,28853.0,48.1,39457.0,,42.8,22.05,23.03,25.67,42.8,0.8022505904018655
Beylagan district,district,2016,25.64,21.16,27614.0,26205.0,24348.0,48.0,39520.0,,43.5,20.0,22.97,25.64,43.5,0.8008556719432697
Beylagan district,district,2017,25.54,22.82,27705.0,27273.0,21346.0,47.9,39573.0,17.9,67.8,32.0,43.73,25.54,17.9,0.7929717051049838
Beylagan district,district,2018,25.6,19.71,27827.0,27438.0,20748.0,47.9,39621.0,59.6,73.2,40.87,44.58,25.6,59.6,0.7920572747111797
Beylagan district,district,2019,38.65,35.56,28282.0,27890.0,22634.0,19.3,39663.0,7.4,,43.98,,38.65,7.4,0.7878195109668857
Beylagan district,district,2020,4.29,27.01,28356.0,28148.0,22890.5,45.4,39796.0,,22.1,,,4.29,22.1,0.7863565499539054
Beylagan district,district,2021,4.31,28.46,28463.0,28346.0,23809.0,66.3,39899.0,62.3,,40.06,,4.31,62.3,0.7850151250793015
Beylagan district,district,2022,,28.46,28420.0,28314.0,23570.5,,39925.0,,,,,28.46,,0.785523314494907
Beylagan district,district,2023,,28.46,28220.0,28114.0,21134.5,,39965.0,,,,,28.46,,0.7882707628993193
Beylagan district,district,2024,,28.85,27959.0,27857.0,21091.5,,40027.0,,,,,28.85,,0.7908330097698041
Bilasuvar district,district,2000,,,16040.0,12869.0,1332.0,,13314.0,,,,,,,0.7208103934712878
Bilasuvar district,district,2001,,,16331.0,13085.0,1468.0,,14610.0,,,,,,,0.742215585919877
Bilasuvar district,district,2002,,,17080.0,13668.0,1494.0,,15933.0,,,,,,,0.7538590582244972
Bilasuvar district,district,2003,,,17504.0,14196.0,2591.0,,14414.0,,,,,,,0.7102815002280827
Bilasuvar district,district,2004,,,17864.0,14616.0,3610.0,,14501.0,,,,,,,0.7007213044423077
Bilasuvar district,district,2005,,15.21,18121.0,15109.0,3846.0,,14535.0,,7.5,,17.2,15.21,7.5,0.6906691403130772
Bilasuvar district,district,2006,,,18382.0,15507.0,4175.0,,14577.0,,,,,,,0.6828061338109638
Bilasuvar district,district,2007,,,18974.0,16064.0,5873.0,,14607.0,,,,,,,0.6696016450254273
Bilasuvar district,district,2008,,37.53,19166.0,16557.0,7267.0,,14623.0,,43.2,,53.0,37.53,43.2,0.6586139355237884
Bilasuvar district,district,2009,,37.57,19304.0,17057.0,7410.0,,22066.0,,42.0,,53.0,37.57,42.0,0.7706922363176513
Bilasuvar district,district,2010,43.54,37.58,19463.0,17413.0,7615.0,48.0,23573.0,50.0,40.2,54.5,56.7,43.54,50.0,0.782087686404037
Bilasuvar district,district,2011,49.24,36.78,19510.0,17588.0,6746.0,48.0,23781.0,,38.1,39.6,55.7,49.24,38.1,0.7826142066237058
Bilasuvar district,district,2012,49.31,38.3,19652.0,17831.0,7675.0,48.0,26955.0,18.2,38.6,40.63,55.8,49.31,18.2,0.8080801376858573
Bilasuvar district,district,2013,63.92,39.36,19895.0,18139.0,7863.0,48.0,27314.0,,40.4,38.4,57.6,63.92,40.4,0.8070667903810752
Bilasuvar district,district,2014,40.1,,19992.0,18450.0,8555.0,48.0,27392.0,,,39.74,,40.1,,0.8033566924269322
Bilasuvar district,district,2015,24.07,,20187.0,18585.0,10158.0,48.0,27693.0,54.1,,42.22,,24.07,54.1,0.8030731231312714
Bilasuvar district,district,2016,38.01,,20260.0,18760.0,8064.0,48.0,27995.0,2.8,,40.07,,38.01,2.8,0.8048964993285862
Bilasuvar district,district,2017,89.73,,19651.0,18381.0,6573.0,48.0,28008.0,44.1,,39.53,,89.73,44.1,0.8107590523918855
Bilasuvar district,district,2018,28.3,,19464.0,18339.0,5562.0,48.0,27105.0,49.5,,45.16,,28.3,49.5,0.8049568313239187
Bilasuvar district,district,2019,41.42,,19393.0,18263.0,6289.0,48.0,27165.0,11.1,,46.0,,41.42,11.1,0.8056710090187309
Bilasuvar district,district,2020,72.88,,19525.0,18397.0,6404.3,48.0,27202.0,55.1,,47.99,,72.88,55.1,0.80422062791563
Bilasuvar district,district,2021,95.84,,19586.0,18572.0,7288.3,48.0,27376.0,,,59.73,,95.84,,0.8027331143940514
Bilasuvar district,district,2022,72.76,,19603.0,18681.0,7635.2,48.0,27472.0,13.0,,70.87,,72.76,13.0,0.8019086778069078
Bilasuvar district,district,2023,76.79,,19509.0,18713.0,7467.7,48.0,27496.0,3.4,,80.06,,76.79,3.4,0.8018559160763067
Bilasuvar district,district,2024,65.97,,19528.0,18741.0,7598.0,48.0,27511.0,21.9,,72.37,,65.97,21.9,0.8015308543404972
Dashkasan district,district,2001,,,13977.0,13415.0,45.0,,18552.0,,,,,,,0.8057594514226517
Dashkasan district,district,2002,,,12226.0,11736.0,1.0,,17404.0,,,,,,,0.8142786214104827
Dashkasan district,district,2008,18.05,20.0,13002.0,12777.0,75.0,47.4,19025.0,67.5,24.3,50.38,31.08,18.05,67.5,0.8219796088656404
Dashkasan district,district,2009,20.04,18.8,13316.0,13137.0,80.0,48.0,19032.0,100.0,20.6,39.8,32.0,20.04,100.0,0.8159261202073433
Dashkasan district,district,2010,19.57,20.29,13563.0,13375.0,85.0,48.0,19341.0,101.3,71.3,50.2,49.5,19.57,101.3,0.8153043284250554
Dashkasan district,district,2011,22.96,35.03,13766.0,13584.0,100.0,48.0,20213.0,14.5,44.3,41.5,50.5,22.96,14.5,0.821011432130333
Dashkasan district,district,2012,22.11,35.29,13962.0,13792.0,442.0,48.0,20527.0,14.2,45.5,39.94,50.9,22.11,14.2,0.818197802382894
Dashkasan district,district,2013,20.0,34.23,14185.0,14015.0,362.0,48.0,21511.0,14.3,41.4,39.9,49.5,20.0,14.3,0.8249296020833081
Dashkasan district,district,2014,20.0,34.99,14047.0,13870.0,298.0,48.1,21516.0,14.3,42.9,40.0,50.0,20.0,14.3,0.8275627979264292
Dashkasan district,district,2015,20.12,35.0,13350.0,13199.0,49.0,48.1,22713.0,100.0,48.2,40.0,50.0,20.12,100.0,0.8488811941355885
Dashkasan district,district,2016,18.64,35.38,13595.0,13436.0,256.0,45.0,22892.0,102.3,42.9,37.91,50.0,18.64,102.3,0.8455056855743222
Dashkasan district,district,2017,13.68,35.22,12433.0,12307.0,251.0,48.0,23548.0,119.8,45.2,42.19,50.0,13.68,119.8,0.8646835460124511
Dashkasan district,district,2018,14.9,35.21,11628.0,11470.0,282.0,47.1,22763.0,56.1,42.7,47.69,49.93,14.9,56.1,0.870136831190679
Dashkasan district,district,2019,35.29,35.2,10751.0,10639.0,160.0,47.7,22174.0,30.3,41.9,64.31,49.94,35.29,30.3,0.8779383023394328
Dashkasan district,district,2020,126.68,35.0,11657.0,11539.0,160.0,26.7,22054.0,17.4,42.7,83.08,49.94,126.68,17.4,0.8655739919338334
Fuzuli district,district,2000,,,7139.0,6259.0,1554.0,,5926.0,,,,,,,0.7011529511896266
Fuzuli district,district,2001,,,7361.0,6414.0,1886.0,,7438.0,,,,,,,0.7580376690461047
Fuzuli district,district,2002,,,7969.0,7114.0,2146.0,,7739.0,,,,,,,0.7379196308439193
Fuzuli district,district,2003,,,8663.0,7645.0,3161.0,,8612.0,,,,,,,0.7438736131676207
Fuzuli district,district,2004,,,8819.0,7985.0,3311.0,,7745.0,,,,,,,0.6988987180875357
Fuzuli district,district,2005,,,8630.0,7731.0,3411.0,,7750.0,,,,,,,0.7089785602341355
Fuzuli district,district,2006,,,9876.0,8978.0,3711.0,,7850.0,,,,,,,0.6645675189584925
Fuzuli district,district,2007,,,12100.0,11003.0,6500.0,,7920.0,,,,,,,0.5972490161114995
Fuzuli district,district,2008,21.25,,13702.0,12729.0,6500.0,50.0,6420.0,20.0,,30.0,,21.25,20.0,0.4948473622525162
Fuzuli district,district,2009,22.0,,14437.0,13347.0,4064.0,48.0,6757.0,0.1,,30.0,,22.0,0.1,0.49914095271759673
Fuzuli district,district,2010,70.65,,14801.0,13757.0,7223.0,48.0,7631.0,,,,,70.65,,0.519406962766229
Fuzuli district,district,2011,83.21,,14798.0,13988.0,6447.0,48.0,9615.0,-8.3,,28.9,,83.21,-8.3,0.582317256375875
Fuzuli district,district,2012,43.5,,14830.0,13999.0,6884.0,48.0,11628.0,16.2,,50.32,,43.5,16.2,0.6401729286189413
Fuzuli district,district,2013,47.36,,14867.0,14049.0,6638.0,48.0,17404.0,6.0,,50.0,,47.36,6.0,0.7603038165057625
Fuzuli district,district,2014,36.46,,15460.0,14626.0,5287.0,47.9,17869.0,15.5,,41.67,,36.46,15.5,0.7581719759589118
Fuzuli district,district,2015,36.11,,15690.0,14821.0,5975.0,48.0,20321.0,11.1,,40.0,,36.11,11.1,0.787082458194263
Fuzuli district,district,2016,36.1,,15857.0,14992.0,6040.0,26.8,23199.0,38.9,,50.0,,36.1,38.9,0.8147599574895902
Fuzuli district,district,2017,31.83,,16028.0,15067.0,6216.0,30.6,24560.0,57.2,,50.0,,31.83,57.2,0.8253719155181538
Fuzuli district,district,2018,33.01,,16030.0,15195.0,5787.0,30.3,27916.0,33.0,,43.93,,33.01,33.0,0.847922032794478
Fuzuli district,district,2019,34.05,,16120.0,15306.0,6279.0,35.1,28135.0,46.9,,50.0,,34.05,46.9,0.8476194770527233
Fuzuli district,district,2020,32.23,,16228.0,15350.0,6957.0,32.1,28293.0,55.1,,50.0,,32.23,55.1,0.8475900496642812
Fuzuli district,district,2021,31.25,,16227.0,15349.0,6721.0,30.6,28599.0,36.4,,44.73,,31.25,36.4,0.8495935554095139
Fuzuli district,district,2022,29.49,,16289.0,15412.0,6928.0,33.5,28747.0,120.4,,65.0,,29.49,120.4,0.8496245254111559
Fuzuli district,district,2023,27.75,,13630.0,12770.0,7126.9,19.6,29291.0,136.2,,159.78,,27.75,136.2,0.8798806297065688
Fuzuli district,district,2024,29.22,,14070.0,13705.0,7803.0,23.3,27980.0,146.9,,71.73,,29.22,146.9,0.8635154915708606
Gabala district,district,2000,,,22651.0,20175.0,308.0,,21280.0,,,,,,,0.7293923975377026
Gabala district,district,2001,,,23873.0,21625.0,597.0,,18030.0,,,,,,,0.6552254204998116
Gabala district,district,2002,,,24179.0,21519.0,639.0,,22794.0,,,,,,,0.7282150899193541
Gabala district,district,2003,,,24252.0,21887.0,766.0,,23358.0,,,,,,,0.729695622683466
Gabala district,district,2004,,,24561.0,22332.0,1048.0,,24161.0,,,,,,,0.7323880521247964
Gabala district,district,2005,9.77,8.46,24934.0,22753.0,1000.0,50.0,24503.0,0.1,1.6,25.25,20.42,9.77,0.1,0.7311946500701516
Gabala district,district,2006,,,25222.0,23189.0,943.0,,24873.0,,,,,,,0.7302213244322502
Gabala district,district,2007,,,25493.0,23759.0,849.0,,25170.0,,,,,,,0.7269384662049314
Gabala district,district,2008,19.2,19.0,25730.0,23891.0,1569.0,47.5,25473.0,6.5,41.7,20.0,34.0,19.2,6.5,0.7262473484079447
Gabala district,district,2009,11.03,16.31,25973.0,24232.0,1282.0,48.0,25608.0,2.0,39.1,50.0,25.0,11.03,2.0,0.7245375182117271
Gabala district,district,2010,20.0,15.78,26060.0,24489.0,1637.0,48.0,25658.0,14.3,73.8,40.0,32.9,20.0,14.3,0.7208818161874506
Gabala district,district,2011,24.99,,26135.0,24620.0,1922.0,48.0,26127.0,42.1,,33.0,,24.99,42.1,0.7238694690688943
Gabala district,district,2012,15.43,,26256.0,24863.0,1661.0,48.0,27487.0,52.9,,34.97,,15.43,52.9,0.7364678626394264
Gabala district,district,2013,60.28,,28102.0,26749.0,1665.0,48.0,35130.0,3.8,,62.7,,60.28,3.8,0.782804827996363
Gabala district,district,2014,31.03,,25138.0,24187.0,1505.0,48.0,37385.0,16.1,,50.0,,31.03,16.1,0.8203609470697973
Gabala district,district,2015,51.31,,25057.0,24192.0,2037.0,44.0,36591.0,,,49.56,,51.31,,0.8147421664650581
Gabala district,district,2016,47.69,,23746.0,23232.0,1972.0,18.8,38855.0,20.3,,57.86,,47.69,20.3,0.8350671571439433
Gabala district,district,2017,57.16,,23183.0,22658.0,1599.0,17.4,40313.0,12.6,,68.33,,57.16,12.6,0.8468665661834702
Gabala district,district,2018,56.97,,22550.0,22019.0,1218.0,4.6,40472.0,28.7,,68.3,,56.97,28.7,0.8530833822997488
Gabala district,district,2019,57.74,,22301.0,21729.0,1438.0,5.0,40502.0,5.8,,67.52,,57.74,5.8,0.8549448902857701
Gabala district,district,2020,30.84,,21858.0,21314.0,1396.7,35.5,41283.0,82.5,,73.0,,30.84,82.5,0.8610491629326059
Gabala district,district,2021,39.29,,21301.0,20924.0,1174.5,54.0,40892.0,12.9,,64.93,,39.29,12.9,0.8628391840791001
Gabala district,district,2022,51.81,,20192.0,19865.0,1035.0,54.5,40129.0,18.4,,75.0,,51.81,18.4,0.8680342798114337
Gabala district,district,2023,51.89,,18761.0,18489.0,1036.1,51.7,40343.0,22.3,,82.24,,51.89,22.3,0.8785267800700327
Gabala district,district,2024,49.1,,17692.0,17262.0,997.3,49.0,41508.0,22.3,,84.77,,49.1,22.3,0.8902031766920229
Gadabay district,district,2000,,,16802.0,16220.0,125.0,,13836.0,,,,,,,0.6684916235694376
Gadabay district,district,2001,,,17149.0,16583.0,1.0,,16114.0,,,,,,,0.6937836895557162
Gadabay district,district,2015,,23.53,26183.0,26083.0,39.0,,43139.0,,,,,23.53,,0.8367677740629756
Gadabay district,district,2016,,25.0,23515.0,23423.0,57.0,,43786.0,,,,,25.0,,0.8585236367391184
Gadabay district,district,2017,,26.32,23783.0,23702.0,10.0,,42816.0,,172.7,,75.0,26.32,172.7,0.8505727583378261
Gadabay district,district,2018,,27.27,21712.0,21614.0,10.0,,50392.0,,,,,27.27,,0.8867617814095698
Gadabay district,district,2019,,25.0,22072.0,21962.0,24.0,,47483.0,,,,,25.0,,0.878660381250417
Gadabay district,district,2020,,,22120.0,22001.0,30.0,,47512.0,,,,,,,0.8787053378352186
Gadabay district,district,2021,,,22578.0,22499.0,40.4,,47618.0,,,,,,,0.8762294696401635
Gadabay district,district,2022,,,21182.0,21085.0,10.0,,47914.0,,,,,,,0.8839042349850117
Gadabay district,district,2023,,,20482.0,20401.0,45.0,,48633.0,,,,,,,0.8908848622374754
Gadabay district,district,2024,,,20026.0,19909.0,53.3,,48487.0,,,,,,,0.8933231868814218
Gakh district,district,2000,,,17649.0,13356.0,94.0,,16015.0,,,,,,,0.7707780600968781
Gakh district,district,2001,,,17543.0,13446.0,240.0,,18540.0,,,,,,,0.8032201299416216
Gakh district,district,2002,,,15566.0,12293.0,325.0,,19726.0,,,,,,,0.8347698902498303
Gakh district,district,2003,,,13580.0,11006.0,411.0,,17329.0,,,,,,,0.8313857517539641
Gakh district,district,2004,,,12521.0,10241.0,446.0,,13580.0,,,,,,,0.7948694247112961
Gakh district,district,2005,20.22,22.54,12567.0,10282.0,482.0,47.6,9215.0,9.2,,22.07,,20.22,9.2,0.6851292613998317
Gakh district,district,2006,,,13265.0,10978.0,643.0,,9498.0,,,,,,,0.6718853399195805
Gakh district,district,2007,,,13345.0,11049.0,1773.0,,9625.0,,,,,,,0.6675662094709408
Gakh district,district,2008,26.34,37.31,13376.0,11231.0,2464.0,47.9,9636.0,64.3,52.4,44.15,60.0,26.34,64.3,0.6602028355031051
Gakh district,district,2009,27.43,34.81,14142.0,12170.0,3293.0,48.0,9646.0,60.7,47.4,45.0,57.06,27.43,60.7,0.6324912222243665
Gakh district,district,2010,27.94,35.55,14168.0,12279.0,2723.0,48.0,11216.0,,22.2,,58.2,27.94,22.2,0.6783334529896482
Gakh district,district,2011,30.46,35.86,12767.0,11161.0,2045.0,47.9,11352.0,,38.2,,69.5,30.46,38.2,0.714040406660043
Gakh district,district,2012,26.49,35.94,12973.0,11329.0,1997.0,48.0,14969.0,116.7,35.2,50.98,68.7,26.49,116.7,0.7860615710677485
Gakh district,district,2013,17.51,31.24,12985.0,11490.0,2201.0,48.0,15698.0,180.0,85.0,50.0,68.9,17.51,180.0,0.793507714869481
Gakh district,district,2014,20.61,30.71,12440.0,11067.0,2619.0,48.1,15733.0,,32.0,48.56,51.52,20.61,32.0,0.8020042570574958
Gakh district,district,2015,30.54,26.23,12028.0,10840.0,3862.0,47.9,15857.0,,19.0,,50.0,30.54,19.0,0.8062463898458297
Gakh district,district,2016,14.21,22.48,11883.0,10826.0,3555.0,47.9,15937.0,,,,,14.21,,0.8081723301394096
Gakh district,district,2017,21.23,31.58,11345.0,10314.0,2672.0,47.8,15985.0,263.4,,75.0,,21.23,263.4,0.8210776631924535
Gakh district,district,2018,14.43,41.67,11923.0,10863.0,2755.0,48.0,16081.0,198.1,,100.0,,14.43,198.1,0.8108765469657342
Gakh district,district,2019,14.31,,12015.0,10940.0,2690.0,48.0,16115.0,,,,,14.31,,0.8098868709714184
Gakh district,district,2020,50.63,,12145.0,11047.0,2146.0,11.9,16116.0,,,,,50.63,,0.8089416848219021
Gakh district,district,2021,37.42,,12383.0,11290.0,2022.0,24.8,16210.0,32.1,,81.12,,37.42,32.1,0.8055777132239608
Gakh district,district,2022,14.8,,11311.0,10397.0,1728.2,26.2,16370.0,43.5,,76.46,,14.8,43.5,0.8264208993578848
Gakh district,district,2023,13.26,,11264.0,10366.0,1554.0,27.1,16380.0,16.0,,90.02,,13.26,16.0,0.827642800078831
Gakh district,district,2024,23.38,,10704.0,9835.0,1363.0,34.9,16169.0,25.4,,96.98,,23.38,25.4,0.8361666012704813
Gazakh district,district,2000,,,12072.0,9920.0,1113.0,,15696.0,,,,,,,0.8296432758424357
Gazakh district,district,2001,,,12213.0,10216.0,1128.0,,12965.0,,,,,,,0.7799928194382894
Gazakh district,district,2002,,,12525.0,10516.0,1087.0,,13285.0,,,,,,,0.7787842438304723
Gazakh district,district,2003,,,13063.0,11117.0,1232.0,,14353.0,,,,,,,0.7831341820743878
Gazakh district,district,2004,,,13125.0,11074.0,1504.0,,16000.0,,,,,,,0.808611802275577
Gazakh district,district,2005,18.0,9.34,13426.0,11406.0,1649.0,47.3,16500.0,33.3,63.6,24.0,19.63,18.0,33.3,0.8082423415147293
Gazakh district,district,2006,,,14206.0,12069.0,2276.0,,16830.0,,,,,,,0.7978642121708878
Gazakh district,district,2007,,,14731.0,12623.0,5145.0,,17170.0,,,,,,,0.7866124035972544
Gazakh district,district,2008,21.03,20.06,15320.0,13146.0,6832.0,47.9,17282.0,45.9,45.8,35.06,35.0,21.03,45.9,0.7758753251854097
Gazakh district,district,2009,20.0,20.24,15338.0,13615.0,7359.0,45.0,18359.0,150.0,97.3,50.0,40.2,20.0,150.0,0.781656147578524
Gazakh district,district,2010,20.38,23.79,15459.0,13512.0,7557.0,48.0,23289.0,100.0,96.1,50.0,53.7,20.38,100.0,0.8352897515957469
Gazakh district,district,2011,25.99,24.1,15495.0,13760.0,7725.0,47.9,25124.0,21.9,105.1,32.0,50.1,25.99,21.9,0.8455687155425238
Gazakh district,district,2012,24.46,25.08,15611.0,13833.0,7015.0,47.9,26344.0,103.1,124.0,46.43,56.3,24.46,103.1,0.8531476492934064
Gazakh district,district,2013,24.69,25.83,15762.0,14011.0,7071.0,48.0,27672.0,,122.0,,57.6,24.69,122.0,0.858891662885248
Gazakh district,district,2014,25.48,16.33,15978.0,14298.0,5783.0,47.0,29002.0,96.5,118.8,60.79,58.05,25.48,96.5,0.8637835953105333
Gazakh district,district,2015,25.39,26.22,16070.0,14411.0,6221.0,48.0,30009.0,95.5,107.5,50.0,56.25,25.39,95.5,0.8673016972138192
Gazakh district,district,2016,59.98,60.63,16458.0,14777.0,5666.0,48.0,31172.0,11.7,72.7,70.0,62.16,59.98,11.7,0.8694733405314732
Gazakh district,district,2017,39.94,38.57,16595.0,15142.0,3338.0,48.1,31180.0,65.7,56.5,66.18,61.64,39.94,65.7,0.8679613223490885
Gazakh district,district,2018,45.95,38.85,16657.0,15187.0,3572.0,34.6,31212.0,163.4,60.9,93.93,62.09,45.95,163.4,0.8674433815600543
Gazakh district,district,2019,28.97,40.73,16457.0,15023.0,4154.0,24.4,32055.0,108.3,95.0,70.0,80.0,28.97,108.3,0.8721670391887766
Gazakh district,district,2020,30.7,31.81,16384.0,15008.0,8353.0,48.0,31917.0,66.2,62.1,60.0,65.85,30.7,66.2,0.8690383160814094
Gazakh district,district,2021,34.0,38.22,16179.0,14873.0,4767.1,48.0,31848.0,81.8,103.8,60.0,64.69,34.0,81.8,0.8721777358609749
Gazakh district,district,2022,39.34,31.5,16069.0,14852.0,4782.0,48.0,31787.0,77.8,96.4,80.0,67.68,39.34,77.8,0.872099709792129
Gazakh district,district,2023,56.32,47.97,16054.0,14821.0,4457.0,48.1,31724.0,113.3,100.9,100.0,73.8,56.32,113.3,0.8723687750509339
Gazakh district,district,2024,51.16,52.14,15993.0,14853.0,4416.0,48.2,31724.0,100.0,91.1,100.0,98.04,51.16,100.0,0.8721049634512372
Gobustan district,district,2000,,,9178.0,9029.0,1170.0,,9685.0,,,,,,,0.7354885014029889
Gobustan district,district,2001,,,10858.0,10710.0,1221.0,,10328.0,,,,,,,0.7018321834384194
Gobustan district,district,2002,,,10858.0,10727.0,1115.0,,10737.0,,,,,,,0.7136374014462309
Gobustan district,district,2003,,,10868.0,10767.0,1120.0,,12458.0,,,,,,,0.7552480707117012
Gobustan district,district,2004,,,10995.0,10884.0,1188.0,,12582.0,,,,,,,0.7545685487666949
Gobustan district,district,2005,,9.0,11011.0,10900.0,1212.0,,12760.0,,17.6,,20.0,9.0,17.6,0.7578745479757896
Gobustan district,district,2006,,,11026.0,10915.0,1181.0,,12920.0,,,,,,,0.761006243833757
Gobustan district,district,2007,,,11052.0,10941.0,10.0,,13560.0,,,,,,,0.7814202460914541
Gobustan district,district,2008,,24.71,11085.0,10972.0,18.0,,14040.0,,42.9,,35.29,24.71,42.9,0.79002780123416
Gobustan district,district,2009,,22.63,11168.0,11055.0,30.0,,14545.0,,70.4,,41.24,22.63,70.4,0.7968106851998716
Gobustan district,district,2010,,23.29,11205.0,11092.0,33.0,,14830.0,,67.5,,40.4,23.29,67.5,0.8005106274676296
Gobustan district,district,2011,,23.54,11246.0,11133.0,24.0,,15052.0,,93.3,,47.1,23.54,93.3,0.8029295662659626
Gobustan district,district,2012,,24.01,11287.0,11172.0,42.0,,16885.0,,117.8,,54.1,24.01,117.8,0.8267227567663031
Gobustan district,district,2013,,2494.0,11327.0,11207.0,33.0,,17293.0,,119.4,,55.2,,119.4,0.8307788562980521
Gobustan district,district,2014,,24.58,11352.0,11232.0,143.0,,17601.0,,115.6,,60.78,24.58,115.6,0.8326127321927399
Gobustan district,district,2015,,25.13,11393.0,11271.0,273.0,,18042.0,,119.0,,56.64,25.13,119.0,0.8353773935223647
