region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw,cost_milk,profitability,cattle_per1000,fodder_per100
Saatli district,district,2024,30.45,27.78,33274.0,32892.0,18930.0,48.0,41907.0,93.8,19.3,77.54,51.52,0.3436983211019955,0.3413762435066557,0.3292423593007152,0.3311618008857895,0,0,0.9932438494668968,30.45,93.8,32.892,189.3
Sabirabad district,district,2024,61.16,,63280.0,62341.0,21963.0,21.1,126595.0,2.7,,67.52,,0.5943134286896892,0.5441013372990251,0.3354520672987494,0.5240810189820116,0,0,0.9155124401254586,61.16,2.7,62.341,219.63
Salyan district,district,2024,50.63,50.0,33155.0,32933.0,17217.0,48.0,50865.0,58.1,75.7,80.05,87.87,0.4148361411588295,0.4138326569283547,0.3869292068575202,0.4011432592189511,0,0,0.9975810105945164,50.63,58.1,32.933,172.17
Samukh district,district,2024,57.05,53.53,11215.0,10586.0,8071.3,47.0,33708.0,20.2,49.4,72.91,80.8,0.8685877795921032,0.8531749589480964,0.8401401153627804,0.8289622348119491,0,0,0.982255310279354,57.05,20.2,10.586,80.71300000000001
Shabran district,district,2024,49.07,,11214.0,10293.0,992.7,38.9,15108.0,43.7,,78.11,,0.4322988270098888,0.3932801329490054,0.3826429531236601,0.3578024466376304,0,0,0.9097413834528152,49.07,43.7,10.293,9.927
Shaki district,district,2024,95.35,,27628.0,25560.0,4396.5,12.5,53282.0,77.1,,151.54,,0.5616299715395473,0.5585430771857314,0.4841946158446859,0.5234984335991302,0,0,0.9945036865725772,95.35,77.1,25.56,43.965
Shamakhi district,district,2024,49.12,49.57,13424.0,13162.0,939.4,37.4,49123.0,85.8,72.4,91.59,85.0,1.0000000000000002,1.0,0.7686854562530241,0.8823839155813298,0,0,0.9999999999999998,49.12,85.8,13.162,9.394
Shamkir district,district,2024,18.48,,28235.0,27947.0,11529.0,17.3,56953.0,4.0,,25.32,,0.5513476104128179,0.5460324024346715,0.5013386305888321,0.5279083871943375,0,0,0.9903596063939288,18.48,4.0,27.947,115.29
Tartar district,district,2024,67.86,,13684.0,13613.0,9080.5,46.8,24993.0,27.0,,86.17,,0.5106897840412048,0.4919280073465594,0.4945378077503847,0.4776734834829772,0,0,0.9632618915025496,67.86,27.0,13.613,90.805
Yevlakh district,district,2024,38.92,34.15,33240.0,29747.0,16630.0,35.4,38335.0,205.9,144.9,65.55,70.59,0.3491327714468404,0.345294212187829,0.3361591528360854,0.3348982322429051,0,0,0.9890054455698786,38.92,205.9,29.747,166.3
Zagatala district,district,2024,70.0,88.58,27033.0,25199.0,8275.0,48.0,44462.0,11.1,22.2,100.0,110.0,0.4747199336144507,0.4727621428221978,0.447032087827005,0.4543365153669815,0,0,0.9958759035514972,70.0,11.1,25.199,82.75
Zardab district,district,2024,43.25,,21795.0,20983.0,14085.0,34.5,31974.0,23.4,,56.46,,0.4169383019713535,0.4082877921220214,0.4035364150335492,0.3964720774782662,0,0,0.9792523022988509,43.25,23.4,20.983,140.85
