region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw,cost_milk,profitability,cattle_per1000,fodder_per100
Dashkasan district,district,2014,20.0,34.99,14047.0,13870.0,298.0,48.1,21516.0,14.3,42.9,40.0,50.0,0.604816324487269,0.5944090897037853,0.4548861850078334,0.4382201956882177,0,0,0.9827927349806466,20.0,14.3,13.87,2.98
Fuzuli district,district,2014,36.46,,15460.0,14626.0,5287.0,47.9,17869.0,15.5,,41.67,,0.3826932134642714,0.3653730736893676,0.3578150745523472,0.3378487343511053,0,0,0.954741450421564,36.46,15.5,14.626,52.87
Gabala district,district,2014,31.03,,25138.0,24187.0,1505.0,48.0,37385.0,16.1,,50.0,,0.4637463022315233,0.4622503400616851,0.3009840430657563,0.3730026843396596,0,0,0.9967741798422116,31.03,16.1,24.187,15.05
Gakh district,district,2014,20.61,30.71,12440.0,11067.0,2619.0,48.1,15733.0,,32.0,48.56,51.52,0.450188798827118,0.4251512807096726,0.4149634254832067,0.3866686041604448,0,0,0.9443844045372166,20.61,32.0,11.067,26.19
Gazakh district,district,2014,25.48,16.33,15978.0,14298.0,5783.0,47.0,29002.0,96.5,118.8,60.79,58.05,0.6156709686445693,0.606616912698429,0.5610713070387824,0.5629302335237785,0,0,0.9852940021419668,25.48,96.5,14.298,57.83
Gobustan district,district,2014,,24.58,11352.0,11232.0,143.0,,17601.0,,115.6,,60.78,0.7236769803075164,0.7049328498666583,0.4675434740301505,0.4496572437837913,0,0,0.974098760979114,24.58,115.6,11.232,1.43
Goranboy district,district,2014,25.21,,20851.0,20304.0,13748.0,47.9,35966.0,64.5,,41.26,,0.5323113913623165,0.5297517427985339,0.4670303800650528,0.4973825735532087,0,0,0.9951914450727196,25.21,64.5,20.304,137.48
Goychay district,district,2014,58.15,,24419.0,20475.0,5583.0,47.8,24850.0,28.5,,57.46,,0.3715434839716955,0.3629646595908868,0.3377398259673845,0.3322108339549891,0,0,0.9769103086155528,58.15,28.5,20.475,55.83
Goygol district,district,2014,39.45,26.01,10003.0,9897.0,1307.0,47.7,23348.0,13.1,32.1,43.7,43.82,0.7249543110441253,0.7055177967138848,0.6261416248258015,0.6116657360308699,0,0,0.9731893251283013,39.45,13.1,9.897,13.07
Guba district,district,2014,45.46,,25842.0,25658.0,472.0,48.0,38182.0,13.3,,39.85,,0.6041218157906096,0.6016838455154631,0.343807004487056,0.4322284530723166,0,0,0.9959644392713148,45.46,13.3,25.658,4.72
Hajigabul district,district,2014,,55.76,15858.0,14403.0,3468.0,,17172.0,,57.5,,75.21,0.3746844046668119,0.3565576658696305,0.3453107192042813,0.3246021529583259,0,0,0.9516213149749304,55.76,57.5,14.403,34.68
Imishli district,district,2014,40.2,40.0,40036.0,36066.0,20316.0,47.9,48373.0,28.4,24.7,51.68,50.0,0.4833268155905089,0.4011131526808884,0.3962056401323985,0.3757406796933838,0,0,0.829900472604287,40.2,28.4,36.066,203.16
Ismayilli district,district,2014,43.81,45.98,23979.0,23322.0,1169.0,48.0,34118.0,,26.5,27.51,59.2,0.4406116363386711,0.4375015870715252,0.3015963439006057,0.3367626449660559,0,0,0.9929415180838406,43.81,26.5,23.322,11.69
Jabrayil district,district,2014,69.23,,3770.0,3722.0,885.0,46.2,6123.0,33.3,,80.0,,0.5951567821130963,0.4919826071265923,0.5192771342715912,0.4475766258516029,0,0,0.8266437045039032,69.23,33.3,3.722,8.85
Jalilabad district,district,2014,20.0,,50207.0,46479.0,30.0,47.5,78500.0,9.4,,52.5,,1.0,1.0,0.0,0.0,15,21,1.0,20.0,9.4,46.479,0.3
Kalbajar district,district,2014,,39.09,13201.0,12712.0,319.0,,17223.0,,41.9,,52.0,0.5118695971376446,0.4892559691919169,0.3978705767485879,0.358220020985765,0,0,0.9558215059613188,39.09,41.9,12.712,3.19
Kurdamir district,district,2014,36.65,27.87,32889.0,27468.0,17236.0,48.1,41620.0,29.0,73.5,50.49,48.39,0.4668614652472674,0.4531446908936308,0.3833228685910289,0.4251161576442421,0,0,0.9706191764052068,36.65,29.0,27.468,172.36
Lachin district,district,2014,,37.5,16936.0,15140.0,1782.0,,22140.0,,26.7,,63.33,0.4509277418129878,0.4373343604810695,0.3874863869008855,0.3747184994651007,0,0,0.9698546350746462,37.5,26.7,15.14,17.82
Lankaran district,district,2014,33.3,32.08,24070.0,23640.0,479.0,48.4,31893.0,1.9,,33.93,,0.5317135607846033,0.5278798423015316,0.3487983569528651,0.38728649949617,0,0,0.992789880180196,33.3,1.9,23.64,4.79
Masalli district,district,2014,,17.24,36488.0,35040.0,1759.0,,48960.0,,135.3,,40.0,0.5532002271579299,0.4178680539800931,0.2514234626513415,0.3218350512305613,0,0,0.7553649356344143,17.24,135.3,35.04,17.59
Neftchala district,district,2014,22.07,34.18,20869.0,19147.0,12191.0,48.0,23865.0,95.6,139.5,53.49,39.62,0.3825004323721411,0.3727542127119434,0.359521214214924,0.3497509896924508,0,0,0.9745197159654044,22.07,95.6,19.147,121.91
Oghuz district,district,2014,35.0,38.47,12050.0,11090.0,2786.0,47.2,16083.0,72.1,48.9,60.24,60.0,0.4583423868910385,0.4337079417845206,0.4236505817873855,0.3956049316561499,0,0,0.9462531814401572,35.0,72.1,11.09,27.86
Saatli district,district,2014,36.78,33.96,31560.0,29971.0,17688.0,48.9,37893.0,17.2,11.1,50.0,50.0,0.3791299372535174,0.378111263885527,0.3229698316862178,0.3544339687374485,0,0,0.9973131286456304,36.78,17.2,29.971,176.88
Sabirabad district,district,2014,37.5,25.71,57377.0,47799.0,22419.0,48.0,92877.0,10.4,35.8,43.04,42.7,1.0000000000000002,0.5811004703958783,0.0281849667217333,0.5418077642379902,6,0,0.5811004703958782,37.5,10.4,47.799,224.19
Salyan district,district,2014,48.74,14.32,33293.0,31650.0,22434.0,48.0,44775.0,12.3,132.0,54.76,40.38,0.4731932749323211,0.4230812113304162,0.3966668014455613,0.3974077271901386,0,0,0.8940981069330026,48.74,12.3,31.65,224.34
Samukh district,district,2014,30.89,30.56,10247.0,9220.0,7880.0,47.2,14099.0,15.5,54.7,36.98,50.0,0.4893440188589483,0.4573190034385704,0.4622555759366828,0.4301918465562995,0,0,0.9345552123124876,30.89,15.5,9.22,78.8
Shabran district,district,2014,87.92,22.22,11512.0,10183.0,656.0,48.3,15478.0,24.5,128.3,68.05,60.0,0.4820598774277642,0.4545701957932418,0.3912357417729249,0.368535030361081,0,0,0.9429745495907992,87.92,24.5,10.183,6.56
Shaki district,district,2014,38.59,43.0,36305.0,30160.0,6858.0,48.0,57508.0,25.6,62.8,48.56,70.0,0.818109364760398,0.5702414545707094,0.4991166002995104,0.5171854574410318,0,0,0.6970235021545288,38.59,25.6,30.16,68.58
Shamakhi district,district,2014,,25.0,20055.0,19733.0,431.0,,23011.0,,167.2,,80.62,0.4509689520047285,0.4441505997661518,0.3352070773661049,0.3275825549874871,0,0,0.9848806614994966,25.0,167.2,19.733,4.31
Shamkir district,district,2014,17.46,,29190.0,28636.0,9372.0,48.0,51450.0,83.3,,55.0,,0.6820525911974924,0.5373223237927347,0.506253142600036,0.4951409615624844,0,0,0.7878018949379665,17.46,83.3,28.636,93.72
Shusha district,district,2014,30.0,,1965.0,1941.0,1075.0,48.2,1834.0,35.2,,80.0,,0.5050054726205521,0.2825762483607742,0.3721532405902408,0.264610461558687,0,0,0.5595508636657778,30.0,35.2,1.941,10.75
Siyazan district,district,2014,,38.97,5945.0,5607.0,306.0,,11167.0,,80.1,,70.08,0.6540972386375535,0.5956180068892982,0.5047997136922985,0.4686956102881582,0,0,0.91059550737431,38.97,80.1,5.607,3.06
Tovuz district,district,2014,38.0,,17868.0,17196.0,4274.0,48.0,31786.0,49.3,,60.0,,0.5585297513457084,0.552802885850232,0.4807745736554011,0.5039969960604423,0,0,0.9897465345728168,38.0,49.3,17.196,42.74
Yevlakh district,district,2014,25.99,25.92,30110.0,20693.0,18819.0,48.0,36512.0,96.2,68.1,51.0,43.71,0.5299020731292431,0.5276841189287486,0.4644115147622627,0.4964523174908836,0,0,0.9958144073915454,25.99,96.2,20.693,188.19
Zagatala district,district,2014,37.81,37.82,29618.0,26842.0,7715.0,48.0,42944.0,22.4,16.0,53.52,50.35,0.511406863863208,0.4784642361907376,0.3942230097687382,0.4387677461854733,0,0,0.9355843067423476,37.81,22.4,26.842,77.15
Zardab district,district,2014,24.68,24.21,22792.0,20531.0,16576.0,47.8,31777.0,43.5,47.6,51.12,50.2,0.4676774720796124,0.4628759857388088,0.4289502067808654,0.4352908537091861,0,0,0.9897333384063745,24.68,43.5,20.531,165.76
Absheron district,district,2015,46.92,20.65,13398.0,13398.0,101.0,48.0,42861.0,4.7,9.5,57.27,39.23,0.9999999999999996,1.0000000000000002,0.2699291893070912,0.3218469792494354,0,0,1.0000000000000009,46.92,4.7,13.398,1.01
Aghdam district,district,2015,37.03,,18400.0,18295.0,8882.0,47.0,33312.0,28.6,,45.0,,0.5724333140098159,0.5691751989382992,0.5235569656709155,0.5385324542985601,0,0,0.9943083063270828,37.03,28.6,18.295,88.82
Aghjabadi district,district,2015,26.17,,42955.0,37158.0,33025.0,48.0,89088.0,40.1,,50.98,,1.0,0.749453259686202,0.3773115180366002,0.7140923711571234,0,0,0.749453259686202,26.17,40.1,37.158,330.25
Aghstafa district,district,2015,26.19,,11796.0,9601.0,6455.0,47.6,16642.0,51.8,,60.0,,0.5588812953323901,0.5418345845384694,0.5335213108035308,0.5149258451645821,0,0,0.9694985125888276,26.19,51.8,9.601,64.55
Aghsu district,district,2015,,30.18,18867.0,15341.0,1294.0,,29419.0,,173.8,,69.91,0.6049180894097226,0.5994485449050606,0.5141212635671671,0.5285068375524936,0,0,0.9909582064077485,30.18,173.8,15.341,12.94
Astara district,district,2015,26.45,20.02,22329.0,22095.0,1124.0,48.1,30126.0,0.2,3.0,40.0,39.72,0.4298093501193248,0.4262114766765357,0.3444919495897148,0.3625271789285553,0,0,0.9916291410557024,26.45,0.2,22.095,11.24
Balakan district,district,2015,28.32,,18443.0,15648.0,2864.0,48.0,20556.0,76.6,,50.01,,0.4195342362396909,0.4106364016195598,0.3878765050037111,0.3777958985098819,0,0,0.9787911596920364,28.32,76.6,15.648,28.64
Barda district,district,2015,36.15,,42042.0,36852.0,33835.0,48.0,69047.0,0.1,,44.98,,0.7287859529035264,0.5856813910301748,0.4497569504838983,0.5581343478255207,0,0,0.8036397912127496,36.15,0.1,36.852,338.35
Beylagan district,district,2015,25.67,20.89,27271.0,25856.0,28853.0,48.1,39457.0,,42.8,22.05,23.03,0.4778459890912768,0.4770241833866142,0.4211695083133907,0.454778696659616,0,0,0.9982801870823996,25.67,42.8,25.856,288.53
Bilasuvar district,district,2015,24.07,,20187.0,18585.0,10158.0,48.0,27693.0,54.1,,42.22,,0.4708791480080485,0.4657845878616687,0.4420542115095453,0.4415811114076353,0,0,0.9891807480370894,24.07,54.1,18.585,101.58
Dashkasan district,district,2015,20.12,35.0,13350.0,13199.0,49.0,48.1,22713.0,100.0,48.2,40.0,50.0,0.7559152899948745,0.7145327783029587,0.3973875225053644,0.3120486195833707,0,0,0.9452550937391458,20.12,100.0,13.199,0.49
Fuzuli district,district,2015,36.11,,15690.0,14821.0,5975.0,48.0,20321.0,11.1,,40.0,,0.438086469739421,0.4285931667135046,0.414790570942995,0.4038340439100557,0,0,0.9783300702448924,36.11,11.1,14.821,59.75
Gakh district,district,2015,30.54,26.23,12028.0,10840.0,3862.0,47.9,15857.0,,19.0,,50.0,0.4728168694542498,0.4572665342038036,0.448266886287417,0.4296355570104522,0,0,0.9671112934942544,30.54,19.0,10.84,38.62
Gazakh district,district,2015,25.39,26.22,16070.0,14411.0,6221.0,48.0,30009.0,95.5,107.5,50.0,56.25,0.6564981392936686,0.6509311865075575,0.6079473698844802,0.6143075021811428,0,0,0.9915202306710258,25.39,95.5,14.411,62.21
Gobustan district,district,2015,,25.13,11393.0,11271.0,273.0,,18042.0,,119.0,,56.64,0.5141255242934847,0.5003799538265138,0.4108092968590456,0.3852321785069021,0,0,0.9732641741803032,25.13,119.0,11.271,2.73
Goranboy district,district,2015,25.9,,20682.0,20177.0,13686.0,48.0,36114.0,62.6,,42.28,,0.5615829466571103,0.5594955977181562,0.5079723766761925,0.5317515852619439,0,0,0.9962830977126722,25.9,62.6,20.177,136.86
Goychay district,district,2015,60.0,,24436.0,20764.0,5706.0,48.2,24935.0,11.9,,60.0,,0.3807732958058736,0.3753842321788803,0.3528189036753322,0.3503454728242482,0,0,0.9858470547006511,60.0,11.9,20.764,57.06
Goygol district,district,2015,32.73,35.03,10017.0,9928.0,1297.0,48.0,23540.0,36.1,38.6,43.64,35.9,0.7533258455264852,0.7411777339717105,0.6768951251218529,0.6714954177753535,0,0,0.9838740279164528,32.73,36.1,9.928,12.97
Guba district,district,2015,13.46,,25550.0,25352.0,519.0,48.0,38277.0,156.7,,90.04,,0.4730866733390287,0.4719579868610185,0.2729962545564431,0.3406687705376204,0,0,0.997614207836285,13.46,156.7,25.352,5.19
Gusar district,district,2015,47.19,,19029.0,19009.0,5243.0,48.0,27755.0,0.4,,45.18,,0.4613752770877928,0.4564147120388498,0.4235245311940752,0.4260173861321882,0,0,0.9892483076244264,47.19,0.4,19.009,52.43
Hajigabul district,district,2015,,69.79,15990.0,14546.0,4641.0,,17217.0,,43.8,,84.05,0.3809961740626043,0.3699913494792207,0.3602952109335059,0.3466579795263612,0,0,0.9711156559236857,69.79,43.8,14.546,46.41
Imishli district,district,2015,40.47,40.36,40662.0,37221.0,20437.0,48.0,49020.0,24.3,24.5,50.0,50.18,0.4450078092331496,0.411683009784862,0.35385782514395,0.3903148835141736,0,0,0.9251141243887072,40.47,24.3,37.221,204.37
Ismayilli district,district,2015,73.42,43.47,24040.0,23427.0,1927.0,48.0,34868.0,7.9,33.0,39.92,60.0,0.4673815464351276,0.4652517697191776,0.3743561378822972,0.4095188075344871,0,0,0.9954431732870188,73.42,7.9,23.427,19.27
Jabrayil district,district,2015,66.67,,4010.0,3956.0,890.0,46.7,6704.0,23.3,,81.67,,0.5867838205673201,0.5297310097500729,0.5339712405711177,0.4910321373536491,0,0,0.9027703068532346,66.67,23.3,3.956,8.9
Kalbajar district,district,2015,,32.28,13089.0,12629.0,380.0,,17396.0,,43.8,,51.78,0.4431710293667231,0.4305842199437619,0.3679236380387644,0.3459160460374404,0,0,0.9715983027118282,32.28,43.8,12.629,3.8
Kurdamir district,district,2015,36.87,27.83,33516.0,28084.0,14978.0,48.1,41786.0,29.5,71.7,50.35,48.13,0.4653423358009513,0.4651033949317442,0.3929229616306032,0.4407690320327908,0,0,0.9994865266905152,36.87,29.5,28.084,149.78
Lankaran district,district,2015,35.43,33.82,24088.0,23661.0,597.0,48.5,32885.0,5.4,,38.33,,0.4370844931373473,0.4344526240430087,0.3005603774954595,0.338401833257292,0,0,0.9939785804903594,35.43,5.4,23.661,5.97
Lerik district,district,2015,33.33,30.38,16831.0,16783.0,423.0,47.6,15644.0,117.1,108.8,70.0,63.84,0.3015004704671754,0.2913774154296202,0.2449781010832791,0.2268996048063751,0,0,0.9664244137932207,33.33,117.1,16.783,4.23
Neftchala district,district,2015,13.68,90.0,21062.0,19356.0,12348.0,46.0,24325.0,158.1,53.8,70.0,40.0,0.3988170823511652,0.3928392828195783,0.3777181172331345,0.373139070129262,0,0,0.9850111748063908,13.68,158.1,19.356,123.48
Oghuz district,district,2015,34.48,37.96,12070.0,11258.0,2789.0,46.4,16084.0,71.4,54.4,60.0,60.0,0.4614386417299511,0.4465915424158281,0.4339044076578949,0.4154267503816173,0,0,0.967824325985226,34.48,71.4,11.258,27.89
Saatli district,district,2015,36.43,34.03,32064.0,31160.0,19287.0,48.7,38253.0,24.5,11.1,50.0,50.0,0.3846707622469205,0.3837476469223033,0.3418649922674231,0.3643722928787603,0,0,0.9976002456770428,36.43,24.5,31.16,192.87
Sabirabad district,district,2015,37.93,29.61,58199.0,48514.0,23252.0,48.0,97771.0,10.1,40.5,42.04,42.94,1.0000000000000002,0.6299711300295542,0.1000613185514873,0.5958961372997159,10,0,0.6299711300295541,37.93,10.1,48.514,232.52
Salyan district,district,2015,32.72,14.07,33351.0,32014.0,20861.0,48.0,45000.0,38.3,125.2,45.24,45.52,0.4528460869561727,0.4393900794321151,0.3758765548816786,0.4174438140559869,0,0,0.970285693281568,32.72,38.3,32.014,208.61
Samukh district,district,2015,33.7,38.46,10342.0,9346.0,7569.0,47.2,16737.0,31.6,27.3,39.43,60.03,0.5772440113818148,0.5597956423596604,0.5514088147689451,0.532911911099116,0,0,0.9697729752442364,33.7,31.6,9.346,75.69
Shabran district,district,2015,75.23,20.0,12072.0,10674.0,812.0,47.7,15485.0,28.0,,72.72,,0.4694934238608218,0.4534837039858468,0.422280655576156,0.3969795119949935,0,0,0.9659000125213234,75.23,28.0,10.674,8.12
Shaki district,district,2015,45.0,39.99,35496.0,29618.0,7228.0,48.0,55692.0,4.6,75.0,47.27,70.0,0.7327141379253173,0.5877799392949632,0.4974291121165818,0.5464668356090638,0,0,0.8021954386730741,45.0,4.6,29.618,72.28
Shamakhi district,district,2015,,37.27,20115.0,19797.0,364.0,,23146.0,,212.9,,80.23,0.3716885004877522,0.3654721092781096,0.260591762006142,0.2485488618691151,0,0,0.98327526624718,37.27,212.9,19.797,3.64
Shamkir district,district,2015,18.4,,29202.0,28627.0,9822.0,46.5,54608.0,83.3,,55.0,,0.702574607234592,0.5962907974464922,0.5056751599782144,0.5597346816671603,0,0,0.8487223866424035,18.4,83.3,28.627,98.22
Siyazan district,district,2015,,40.49,6272.0,5984.0,203.0,,12199.0,,66.4,,67.17,0.6692359551102557,0.6372506989076865,0.5642300382721973,0.5197909160344335,0,0,0.9522063093616964,40.49,66.4,5.984,2.03
Tovuz district,district,2015,36.96,,18010.0,17360.0,4672.0,47.8,32453.0,71.7,,61.96,,0.5881055965631675,0.58436312506068,0.5261120581047808,0.5450444497691418,0,0,0.9936363953610404,36.96,71.7,17.36,46.72
Ujar district,district,2015,,18.0,33152.0,21976.0,13865.0,,38781.0,,103.3,,49.91,0.5527891131647373,0.5516301958378897,0.488457250531536,0.5239062123749798,0,0,0.9979035091335052,18.0,103.3,21.976,138.65
Yevlakh district,district,2015,25.9,25.91,27834.0,19196.0,21193.0,48.4,36534.0,97.0,68.6,51.0,43.99,0.5969850987209937,0.5949276546773637,0.5413817029111434,0.5671789661721645,0,0,0.9965536090464604,25.9,97.0,19.196,211.93
Zagatala district,district,2015,35.05,36.67,29726.0,27079.0,7681.0,48.0,43179.0,35.5,23.5,55.0,50.66,0.5008104928532251,0.4984454453126324,0.3910269323392187,0.4655896560328115,0,0,0.9952775599266732,35.05,35.5,27.079,76.81
Zangilan district,district,2015,40.0,,626.0,626.0,98.0,50.0,459.0,50.0,,60.0,,0.7396166134185304,0.2292007457348008,0.3107929518308605,0.2095338462240103,0,0,0.3098912890496442,40.0,50.0,0.626,0.98
Zardab district,district,2015,30.0,29.62,22828.0,20850.0,18570.0,48.3,31871.0,152.3,47.6,71.49,50.17,0.4811135576771749,0.4778232798376682,0.447840836060517,0.4552857900638557,0,0,0.9931611200993956,30.0,152.3,20.85,185.7
Absheron district,district,2016,29.51,20.64,13461.0,13461.0,114.0,30.0,49389.0,1.1,9.5,42.47,39.21,1.0,1.0,0.0,0.2657513466652064,1,0,1.0,29.51,1.1,13.461,1.14
Agdash district,district,2016,18.03,,35733.0,24275.0,8808.0,48.0,55998.0,94.1,,35.0,,0.6855025180303961,0.6287244780027591,0.49202023238965,0.5884848651420654,0,0,0.917173112374885,18.03,94.1,24.275,88.08
Aghdam district,district,2016,44.55,,18691.0,18596.0,8314.0,59.1,34168.0,22.2,,55.0,,0.5059914141032554,0.5007801573124202,0.4594927062589262,0.4711749960172624,0,0,0.989700898778943,44.55,22.2,18.596,83.14
Aghjabadi district,district,2016,26.07,,44251.0,38429.0,29176.0,48.0,101287.0,40.1,,50.98,,1.0,0.7183592957131865,0.1001121027053268,0.6810503927154945,1,0,0.7183592957131865,26.07,40.1,38.429,291.76
Aghstafa district,district,2016,23.64,,11840.0,9606.0,6088.0,47.3,16985.0,32.7,,80.0,,0.5033916356565129,0.481914573856423,0.4761996170763254,0.4563076477270508,0,0,0.9573352827524042,23.64,32.7,9.606,60.88
Aghsu district,district,2016,,30.24,18901.0,15430.0,1038.0,,29654.0,,145.8,,80.0,0.5319418438465955,0.5237987389306266,0.4410373676645051,0.4467317056027445,0,0,0.9846917383729692,30.24,145.8,15.43,10.38
Astara district,district,2016,32.69,29.0,22331.0,22080.0,1303.0,47.3,30166.0,10.7,16.4,50.0,42.5,0.3779052879355713,0.3723623384277611,0.3078417649025509,0.313967377238297,0,0,0.9853324372937718,32.69,10.7,22.08,13.03
Balakan district,district,2016,29.12,,17827.0,15607.0,3014.0,47.1,20654.0,61.6,,47.07,,0.3724103559179034,0.3606881162451145,0.3430831659191549,0.3285579405169538,0,0,0.9685233251801056,29.12,61.6,15.607,30.14
Barda district,district,2016,36.68,,42015.0,37150.0,31204.0,48.0,79830.0,1.2,,45.53,,0.7565569350833996,0.5856719202871746,0.3728301200614399,0.5555305689883068,0,0,0.7741280175068551,36.68,1.2,37.15,312.04
Beylagan district,district,2016,25.64,21.16,27614.0,26205.0,24348.0,48.0,39520.0,,43.5,20.0,22.97,0.4134337740725888,0.4110360024803617,0.3653126166450948,0.389997632802778,0,0,0.9942003490217852,25.64,43.5,26.205,243.48
Bilasuvar district,district,2016,38.01,,20260.0,18760.0,8064.0,48.0,27995.0,2.8,,40.07,,0.4139799425164079,0.4067192510387381,0.3850150360189835,0.3823419088114192,0,0,0.9824612481620844,38.01,2.8,18.76,80.64
Dashkasan district,district,2016,18.64,35.38,13595.0,13436.0,256.0,45.0,22892.0,102.3,42.9,37.91,50.0,0.4769222816025572,0.4643664484435647,0.3208698208471008,0.3038184229585839,0,0,0.9736732091509706,18.64,102.3,13.436,2.56
Fuzuli district,district,2016,36.1,,15857.0,14992.0,6040.0,26.8,23199.0,38.9,,50.0,,0.4328739463107025,0.4217516425857381,0.4061809966270654,0.3958452435861407,0,0,0.9743059063273324,36.1,38.9,14.992,60.4
Gabala district,district,2016,47.69,,23746.0,23232.0,1972.0,18.8,38855.0,20.3,,57.86,,0.458721583190002,0.4558347244024457,0.3450090523168609,0.3956629649695297,0,0,0.9937067299788236,47.69,20.3,23.232,19.72
Gazakh district,district,2016,59.98,60.63,16458.0,14777.0,5666.0,48.0,31172.0,11.7,72.7,70.0,62.16,0.5827928309734606,0.5749439198641697,0.5340231371992392,0.5389203859882752,0,0,0.9865322449210974,59.98,11.7,14.777,56.66
Gobustan district,district,2016,,25.57,11510.0,11386.0,86.0,,19756.0,,126.7,,75.19,0.5557799946807992,0.5109329047973288,0.2102516872925175,0.1583721221709909,0,0,0.9193078370709844,25.57,126.7,11.386,0.86
Goranboy district,district,2016,28.28,,20838.0,20375.0,13598.0,45.8,36208.0,50.7,,40.7,,0.488462885619585,0.4843440963916483,0.4409519494226674,0.4588463132590653,0,0,0.9915678563321914,28.28,50.7,20.375,135.98
Goychay district,district,2016,60.0,,19566.0,17974.0,5728.0,47.1,25030.0,18.6,,60.0,,0.3881734030336693,0.3795449379962138,0.3607159127663604,0.3539204100802431,0,0,0.977771622244023,60.0,18.6,17.974,57.28
Goygol district,district,2016,43.98,34.52,10032.0,9944.0,1221.0,45.8,23559.0,18.9,29.8,49.65,45.18,0.6622558700844473,0.6457179032686916,0.5920838838573894,0.5730132225119302,0,0,0.9750278290267976,43.98,18.9,9.944,12.21
Guba district,district,2016,15.78,,24731.0,24559.0,612.0,47.9,38761.0,41.1,,50.08,,0.432916590382396,0.4301613487491851,0.2260411917416297,0.3156645407394413,0,0,0.9936356293696734,15.78,41.1,24.559,6.12
Gubadli district,district,2016,33.02,,494.0,488.0,10.0,47.3,652.0,83.9,,61.02,,0.9999999999999998,0.3641454309365362,0.0,0.24859839594253,21,0,0.3641454309365363,33.02,83.9,0.488,0.1
Gusar district,district,2016,42.26,,19043.0,19023.0,5403.0,50.7,27795.0,1.3,,49.64,,0.405457969880448,0.398230722593633,0.3725527060619301,0.369867800366609,0,0,0.9821751011850972,42.26,1.3,19.023,54.03
Hajigabul district,district,2016,,58.71,16245.0,14802.0,3673.0,,17242.0,,42.8,,88.25,0.3313058566039417,0.3174785091491311,0.3089862641878474,0.2931370485872857,0,0,0.9582641019493342,58.71,42.8,14.802,36.73
Imishli district,district,2016,39.66,58.08,40812.0,37859.0,19493.0,56.7,49555.0,14.8,20.8,49.84,50.0,0.3576656063610037,0.3567511924318676,0.2759086253093012,0.3366647039436565,0,0,0.9974433831129595,39.66,14.8,37.859,194.93
Ismayilli district,district,2016,63.46,55.01,24050.0,23568.0,1462.0,48.0,34891.0,,23.0,38.07,58.61,0.4074112027381235,0.4034946480822535,0.3162219439971687,0.3418575483921626,0,0,0.9903867281273864,63.46,23.0,23.568,14.62
Jabrayil district,district,2016,58.33,,4048.0,4023.0,900.0,50.0,7179.0,39.0,,81.67,,0.5531647231590484,0.4863635414474044,0.4953297023138096,0.4468590799237731,0,0,0.8792381746071016,58.33,39.0,4.023,9.0
Kalbajar district,district,2016,,35.47,12575.0,12164.0,256.0,,17493.0,,44.7,,52.33,0.4086485879619755,0.3919538872885922,0.2990690014536679,0.2707566651500375,0,0,0.9591465597455174,35.47,44.7,12.164,2.56
Khizi district,district,2016,55.46,,5147.0,5137.0,259.0,48.0,10344.0,42.6,,32.84,,0.5972072060193784,0.5488150817157358,0.5002897441488176,0.454921521820168,0,0,0.9189692893590564,55.46,42.6,5.137,2.59
Kurdamir district,district,2016,35.37,28.27,33548.0,28202.0,13244.0,48.1,42786.0,12.8,72.4,61.09,49.33,0.414984339752988,0.4134936742036261,0.3515432772871139,0.3894626921531691,0,0,0.996407899270972,35.37,12.8,28.202,132.44
Lankaran district,district,2016,39.07,34.34,23839.0,23426.0,873.0,48.6,33419.0,4.1,,42.84,,0.3931548138103734,0.3888144553058368,0.2790467660264838,0.3077314988712151,0,0,0.9889601796745898,39.07,4.1,23.426,8.73
Lerik district,district,2016,35.71,32.96,16908.0,16868.0,411.0,47.6,15696.0,146.6,,85.38,,0.2663308708933839,0.2536135709265973,0.2037701819274799,0.1849646769469718,0,0,0.9522499966897284,35.71,146.6,16.868,4.11
Neftchala district,district,2016,16.36,187.5,21173.0,19559.0,10695.0,45.4,24415.0,157.3,141.8,70.0,60.0,0.3483473443104513,0.3402179107449616,0.3277803896806697,0.3214496354574662,0,0,0.9766628518969144,16.36,157.3,19.559,106.95
Oghuz district,district,2016,35.42,37.97,11826.0,11209.0,2553.0,46.3,16086.0,97.6,50.5,69.18,60.0,0.4100527088362116,0.3911364471305676,0.381367458590199,0.3596852644215636,0,0,0.953868706880803,35.42,97.6,11.209,25.53
Saatli district,district,2016,35.32,34.01,32093.0,31309.0,17620.0,48.6,38696.0,25.0,11.1,50.0,50.0,0.3390302020510187,0.3368557532024377,0.3013359163648929,0.3184331742521374,0,0,0.9935862680214737,35.32,25.0,31.309,176.2
Sabirabad district,district,2016,38.66,29.97,59188.0,49357.0,20033.0,48.0,103719.0,26.0,42.3,50.58,42.72,1.0,0.5727388689789225,0.0,0.537656876701159,20,0,0.5727388689789225,38.66,26.0,49.357,200.33
