region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,ln_milk,ln_cows,ln_fodder,post_conflict_district,post_2020,treatment,efficiency_sfa,efficiency_dea,super_efficiency_dea
Balakan district,district,2016,29.12,NA,17827,15607,3014,47.1,20654,61.6,NA,47.07,NA,29.12,61.6,9.935664284231349,9.655474810542554,8.01102337918644,FALSE,FALSE,0,0.7934421853889031,0.37241035591790345,0.3724103559179035
Balakan district,district,2017,28.68,NA,17845,15766,3085,48,20784,91.3,NA,60,NA,28.68,91.3,9.94193873891038,9.665611001619853,8.034306936339489,FALSE,FALSE,0,0.7924186389783765,0.36536060686104016,0.3653606068610398
Balakan district,district,2018,27.96,NA,17697,15808,2800,47,21065,115,NA,60,NA,27.96,115,9.955368174413117,9.668271419987649,7.937374696163295,FALSE,FALSE,0,0.7947402105938041,0.34734081888150875,0.34734081888150864
Balakan district,district,2019,27,NA,18104,16300,2685,47,21158,92,NA,62.16,NA,27,92,9.95977336354672,9.698920386794853,7.895436006942965,FALSE,FALSE,0,0.7880613126047916,0.35626347478356596,0.35626347478356607
Balakan district,district,2020,27,NA,18214,16469,3096,47,21690,85.2,NA,50,NA,27,85.2,9.98460660382092,9.709235104874208,8.037866234709618,FALSE,FALSE,0,0.7915176669797627,0.36623277034984425,0.3662327703498539
Balakan district,district,2021,27,NA,17404,15682,2986,47,21929,85.2,NA,50,NA,27,85.2,9.995565240737037,9.660268836790868,8.001689978099135,FALSE,TRUE,0,0.8057867713618334,0.38509214943457765,0.3850921494346398
Balakan district,district,2022,43.02,NA,13739,12486,2968,47,22180,86,NA,80,NA,43.02,86,10.006946260904359,9.43236329562169,7.995643604287271,FALSE,TRUE,0,0.8538924837280549,0.5129813464272667,0.5129813464272669
Balakan district,district,2023,43.02,NA,13171,12037,2663,47,22312,86,NA,80,NA,43.02,86,10.012879929307324,9.395740518379736,7.887208585813932,FALSE,TRUE,0,0.8607743901789463,0.3925872853836135,0.39258728538361354
Balakan district,district,2024,42.98,NA,12950,11929,2863,47,22373,86.1,NA,80,NA,42.98,86.1,10.015610153673077,9.386727689281946,7.959625305098115,FALSE,TRUE,0,0.8626797551492545,0.5340992651712795,0.5340992651712791
Barda district,district,2012,NA,30.38,39297,33809,29378,NA,51450,NA,25,NA,40,30.38,25,10.848365741262196,10.428482318216311,10.28800137389136,FALSE,FALSE,0,0.8157520835551105,0.606597140592647,0.6065971405926468
Barda district,district,2013,23,NA,41185,35803,31573,48,57115,58.4,NA,24,NA,23,58.4,10.952822058168048,10.485786967760543,10.360057603961561,FALSE,FALSE,0,0.8246182476557162,0.6698370584658001,0.6698370584658
Barda district,district,2014,36.64,NA,42021,36758,31041,48,65433,0.1,NA,44.98,NA,36.64,0.1,11.088781997339963,10.51211116802542,10.34306419027306,FALSE,FALSE,0,0.8445351336097372,0.790918104564876,0.7909181045648762
Barda district,district,2015,36.15,NA,42042,36852,33835,48,69047,0.1,NA,44.98,NA,36.15,0.1,11.142542711115903,10.514665170228822,10.429251048666325,FALSE,FALSE,0,0.853122039237279,0.728785952903528,0.7287859529035278
Barda district,district,2016,36.68,NA,42015,37150,31204,48,79830,1.2,NA,45.53,NA,36.68,1.2,11.287654652639844,10.522719050145906,10.348301570708204,FALSE,FALSE,0,0.8730823950997605,0.7565569350833998,0.7565569350833997
Barda district,district,2017,36.69,NA,42045,38294,26641,49,81536,1.2,NA,45.54,NA,36.69,1.2,11.308799919491781,10.55304850493315,10.190206661487347,FALSE,FALSE,0,0.8714488032461474,0.7579368307705905,0.7579368307705905
Barda district,district,2018,37.62,NA,42635,39542,26776,48,82008,9.6,NA,47.38,NA,37.62,9.6,11.314572082463238,10.585118677134826,10.195261242891162,FALSE,FALSE,0,0.8675192379374542,0.7167912136204487,0.716791213620449
Barda district,district,2019,37.75,NA,42003,39380,28783,48,82618,4.7,NA,46.66,NA,37.75,4.7,11.321982853444007,10.581013352193116,10.267540214063745,FALSE,FALSE,0,0.8692283639575439,0.6218133560610926,0.6218133560610924
Barda district,district,2020,14,NA,41945,39321,28981,11.5,89962,197.8,NA,41.69,NA,14,197.8,11.40714263792928,10.579514006287654,10.274395721835582,FALSE,FALSE,0,0.880554486725589,0.6684522619773504,0.6684522619773504
Barda district,district,2021,38.28,NA,43805,41443,29431,36.2,86540,77,NA,67.8,NA,38.28,77,11.368362013778876,10.632074268135453,10.289803819583309,FALSE,TRUE,0,0.8681166762686428,0.6055470692322094,0.6055470692322096
Barda district,district,2022,48.08,NA,46270,44064,27864,33.4,93292,34,NA,64.41,NA,48.08,34,11.443489638250234,10.693398401528382,10.235090812045836,FALSE,TRUE,0,0.8694214823304234,0.6300735342187299,0.6300735342187298
Barda district,district,2023,47.56,NA,47321,45218,24786,33.5,96741,52.3,NA,72.43,NA,47.56,52.3,11.479792583309283,10.719250516636261,10.118034256624819,FALSE,TRUE,0,0.87052535454667,0.576729777341878,0.576729777341878
Barda district,district,2024,26.6,NA,49957,48023,25892,33.5,100184,202.1,NA,100.76,NA,26.6,202.1,11.514763774243868,10.779435341793006,10.1616893196654,FALSE,TRUE,0,0.866476812033998,0.5924027117787274,0.5924027117787275
Beylagan district,district,2005,9.71,6.27,22638,20070,19538,47.6,22725,3,91.6,10,12.02,9.71,3,10.03122091904568,9.906981441790384,9.880116566212887,FALSE,FALSE,0,0.753064038270127,0.45527501228066164,0.45527501228066153
Beylagan district,district,2008,46.93,6.59,25307,23526,27501,48.2,26733,-56.8,200,20,20,46.93,-56.8,10.19365403628083,10.065861471520387,10.221977646629885,FALSE,FALSE,0,0.751712976102728,0.3881508715390285,0.38815087153902855
Beylagan district,district,2009,38.33,13.64,25975,24258,24825,48,30360,-47.5,46.4,20,20,38.33,-47.5,10.320881231509567,10.096501738868826,10.119606488913373,FALSE,FALSE,0,0.7759421875608294,0.4091974695850676,0.4091974695850676
Beylagan district,district,2010,28.48,23.06,26358,24841,25326,48,34768,-30,0,20,22.8,28.48,-30,10.456452702496211,10.12025079288605,10.139586815010555,FALSE,FALSE,0,0.8019770764318541,0.5295677897231025,0.5295677897231029
Beylagan district,district,2011,27.69,17.22,26581,25158,26233,48,36350,-28,16.8,20,19.9,27.69,-28,10.500949482961666,10.132931216398818,10.174773439176352,FALSE,FALSE,0,0.8088194063226701,0.42622805173301914,0.42622805173301914
Beylagan district,district,2012,25.61,16.22,26788,25402,28775,48,37740,-2,39,25.13,22.3,25.61,-2,10.53847581892254,10.142583190064265,10.267262233590083,FALSE,FALSE,0,0.8147206170566726,0.4446461935283492,0.4446461935283493
Beylagan district,district,2013,25.6,16.22,27070,25693,28730,48,38773,NA,30.5,NA,21,25.6,30.5,10.565479407088418,10.153973860242045,10.265697151973335,FALSE,FALSE,0,0.8177976914429671,0.4474594883046559,0.44745948830465576
Beylagan district,district,2014,25.59,16.37,27140,25751,24880,48,39130,NA,30.5,25,21.02,25.59,30.5,10.574644715204458,10.156228740289281,10.121819546853116,FALSE,FALSE,0,0.8190072662182335,0.45463668117091727,0.45463668117091727
Beylagan district,district,2015,25.67,20.89,27271,25856,28853,48.1,39457,NA,42.8,22.05,23.03,25.67,42.8,10.582966750330653,10.160297961320822,10.269969252665245,FALSE,FALSE,0,0.819996758068709,0.4785223409448274,0.4785223409448275
Beylagan district,district,2016,25.64,21.16,27614,26205,24348,48,39520,NA,43.5,20,22.97,25.64,43.5,10.584562151861805,10.173705511236266,10.100204989613815,FALSE,FALSE,0,0.8171891063151947,0.4134337740725891,0.41343377407258897
Beylagan district,district,2017,25.54,22.82,27705,27273,21346,47.9,39573,17.9,67.8,32,43.73,25.54,17.9,10.58590234651703,10.213652480789968,9.96861964747391,FALSE,FALSE,0,0.8082996914054483,0.3967820274121455,0.39678202741214547
Beylagan district,district,2018,25.6,19.71,27827,27438,20748,47.9,39621,59.6,73.2,40.87,44.58,25.6,59.6,10.587114559711914,10.21968419288611,9.940205135471292,FALSE,FALSE,0,0.8071295390822504,0.36526233479083114,0.365262334790831
Beylagan district,district,2019,38.65,35.56,28282,27890,22634,19.3,39663,7.4,NA,43.98,NA,38.65,7.4,10.588174042178206,10.236023480621535,10.027208479525887,FALSE,FALSE,0,0.8036484394445068,0.380904929643127,0.3809049296431269
Beylagan district,district,2020,4.29,27.01,28356,28148,22890.5,45.4,39796,NA,22.1,NA,NA,4.29,22.1,10.591521683709251,10.24523158308644,10.03847725630787,FALSE,FALSE,0,0.8022242301642125,0.3777565023662945,0.37775650236629443
Beylagan district,district,2021,4.31,28.46,28463,28346,23809,66.3,39899,62.3,NA,40.06,NA,4.31,62.3,10.594106539907239,10.25224120572685,10.077818939438902,FALSE,TRUE,0,0.8011826760005832,0.37157310607287686,0.37157310607287675
Bilasuvar district,district,2005,NA,15.21,18121,15109,3846,NA,14535,NA,7.5,NA,17.2,15.21,7.5,9.584314812992977,9.62304587173984,8.254788926148725,FALSE,FALSE,0,0.7102982342672062,0.3896398890031232,0.38963988900312313
Bilasuvar district,district,2008,NA,37.53,19166,16557,7267,NA,14623,NA,43.2,NA,53,37.53,43.2,9.590350910611878,9.71456425210761,8.891098830616636,FALSE,FALSE,0,0.6846072500456156,0.31157083048161377,0.3115708304816137
Bilasuvar district,district,2009,NA,37.57,19304,17057,7410,NA,22066,NA,42,NA,53,37.57,42,10.001793241320252,9.744315955640873,8.910585718290132,FALSE,FALSE,0,0.7879697102454994,0.42779549776806386,0.42779549776806386
Bilasuvar district,district,2010,43.54,37.58,19463,17413,7615,48,23573,50,40.2,54.5,56.7,43.54,50,10.067857268271947,9.764972332679383,8.937875265329263,FALSE,FALSE,0,0.7982308573814996,0.48855931856914114,0.48855931856914103
Bilasuvar district,district,2011,49.24,36.78,19510,17588,6746,48,23781,NA,38.1,39.6,55.7,49.24,38.1,10.076642221505265,9.7749721303007,8.816705015621595,FALSE,FALSE,0,0.7976383872990952,0.4094223496351361,0.40942234963513613
Bilasuvar district,district,2012,49.31,38.3,19652,17831,7675,48,26955,18.2,38.6,40.63,55.8,49.31,18.2,10.20192408788577,9.788693794534046,8.945723572455398,FALSE,FALSE,0,0.8215336863120279,0.4543409492804935,0.45434094928049346
Bilasuvar district,district,2013,63.92,39.36,19895,18139,7863,48,27314,NA,40.4,38.4,57.6,63.92,40.4,10.21515467023837,9.805819595357969,8.969923491991516,FALSE,FALSE,0,0.820545120241566,0.44954700436855055,0.44954700436855055
Bilasuvar district,district,2015,24.07,NA,20187,18585,10158,48,27693,54.1,NA,42.22,NA,24.07,54.1,10.22893495265826,9.830110082731352,9.22601685136119,FALSE,FALSE,0,0.8183833264579624,0.47507200670746674,0.4750720067074667
Bilasuvar district,district,2016,38.01,NA,20260,18760,8064,48,27995,2.8,NA,40.07,NA,38.01,2.8,10.239781201782993,9.839482222560216,8.99516499031115,FALSE,FALSE,0,0.8182754777218778,0.413979942516408,0.41397994251640796
Bilasuvar district,district,2017,89.73,NA,19651,18381,6573,48,28008,44.1,NA,39.53,NA,89.73,44.1,10.240245462634501,9.819072801393764,8.790725628263576,FALSE,FALSE,0,0.8225334950624289,0.41924769572456516,0.4192476957245651
Bilasuvar district,district,2018,28.3,NA,19464,18339,5562,48,27105,49.5,NA,45.16,NA,28.3,49.5,10.207473491694438,9.816785218696834,8.62371303479391,FALSE,FALSE,0,0.8161518106162808,0.37983033858960347,0.3798303385896033
Bilasuvar district,district,2019,41.42,NA,19393,18263,6289,48,27165,11.1,NA,46,NA,41.42,11.1,10.209684658985623,9.812632434192041,8.746557354543503,FALSE,FALSE,0,0.817674956085204,0.4035783796630015,0.4035783796630015
Bilasuvar district,district,2020,72.88,NA,19525,18397,6404.3,48,27202,55.1,NA,47.99,NA,72.88,55.1,10.211045778992698,9.819942886825784,8.764724918740804,FALSE,FALSE,0,0.8163676622811914,0.4039979844264422,0.40399798442644225
Bilasuvar district,district,2022,72.76,NA,19603,18681,7635.2,48,27472,13,NA,70.87,NA,72.76,13,10.220922583137257,9.835262243540562,8.940524412463542,FALSE,TRUE,0,0.8152399345207868,0.41733380326118136,0.41733380326118136
Bilasuvar district,district,2023,76.79,NA,19509,18713,7467.7,48,27496,3.4,NA,80.06,NA,76.79,3.4,10.22179581852967,9.836973748477789,8.918342332456756,FALSE,TRUE,0,0.8150135685808023,0.3091830080311934,0.30918300803119336
Bilasuvar district,district,2024,65.97,NA,19528,18741,7598,48,27511,21.9,NA,72.37,NA,65.97,21.9,10.22234120367599,9.838468916161679,8.935640333747571,FALSE,TRUE,0,0.814815689248898,0.4095618156222818,0.40956181562228183
Dashkasan district,district,2008,18.05,20,13002,12777,75,47.4,19025,67.5,24.3,50.38,31.08,18.05,67.5,9.853509182729887,9.455401958591324,4.31748811353631,FALSE,FALSE,0,0.8174037756951416,1,1.1541128070132098
Dashkasan district,district,2009,20.04,18.8,13316,13137,80,48,19032,100,20.6,39.8,32,20.04,100,9.853877051982794,9.483187955469509,4.382026634673881,FALSE,FALSE,0,0.8113500019928054,1,1.169039256390934
Dashkasan district,district,2010,19.57,20.29,13563,13375,85,48,19341,101.3,71.3,50.2,49.5,19.57,101.3,9.86998247397873,9.501142571764207,4.442651256490317,FALSE,FALSE,0,0.8107757388895421,0.9902891142066598,0.9902891142066597
Dashkasan district,district,2011,22.96,35.03,13766,13584,100,48,20213,14.5,44.3,41.5,50.5,22.96,14.5,9.914081240746999,9.516647908551128,4.605170185988092,FALSE,FALSE,0,0.8167700567822683,0.8462399111812536,0.8462399111812461
Dashkasan district,district,2012,22.11,35.29,13962,13792,442,48,20527,14.2,45.5,39.94,50.9,22.11,14.2,9.929496371717178,9.531843992903474,6.091309882077698,FALSE,FALSE,0,0.8184231945636296,0.45525256680151566,0.4552525668015156
Dashkasan district,district,2013,20,34.23,14185,14015,362,48,21511,14.3,41.4,39.9,49.5,20,14.3,9.976319711185798,9.547883463598888,5.8916442118257715,FALSE,FALSE,0,0.8241684922839048,0.5637470263591139,0.5637470263591139
Dashkasan district,district,2014,20,34.99,14047,13870,298,48.1,21516,14.3,42.9,40,50,20,14.3,9.976552123393134,9.537483513308878,5.697093486505405,FALSE,FALSE,0,0.8261707927615073,0.6686009149709707,0.6686009149709712
Dashkasan district,district,2015,20.12,35,13350,13199,49,48.1,22713,100,48.2,40,50,20.12,100,10.030692726771417,9.487896348128954,3.8918202981106265,FALSE,FALSE,0,0.8439223363353116,1,1.215404242651905
Dashkasan district,district,2016,18.64,35.38,13595,13436,256,45,22892,102.3,42.9,37.91,50,18.64,102.3,10.038542783528992,9.505692950732183,5.545177444479562,FALSE,FALSE,0,0.8436946818071712,0.4769222816025571,0.4769222816025572
Dashkasan district,district,2017,13.68,35.22,12433,12307,251,48,23548,119.8,45.2,42.19,50,13.68,119.8,10.066796170148152,9.417923485172336,5.5254529391317835,FALSE,FALSE,0,0.8631858376891579,0.5362808199240108,0.5362808199240107
Dashkasan district,district,2018,14.9,35.21,11628,11470,282,47.1,22763,56.1,42.7,47.69,49.93,14.9,56.1,10.03289168974739,9.347490210123416,5.641907070938114,FALSE,FALSE,0,0.8691786690372828,0.5148569115041891,0.5148569115041888
Dashkasan district,district,2019,35.29,35.2,10751,10639,160,47.7,22174,30.3,41.9,64.31,49.94,35.29,30.3,10.006675710332297,9.272281773516365,5.075173815233827,FALSE,FALSE,0,0.8759621260875873,0.5706863019878416,0.5706863019878422
Dashkasan district,district,2020,126.68,35,11657,11539,160,26.7,22054,17.4,42.7,83.08,49.94,126.68,17.4,10.001249270318624,9.353487881194667,5.075173815233827,FALSE,FALSE,0,0.8632641643948271,0.5315583691497373,0.5315583691497512
Fuzuli district,district,2008,21.25,NA,13702,12729,6500,50,6420,20,NA,30,NA,21.25,20,8.767173396684006,9.451638133870434,8.779557455883728,TRUE,FALSE,0,0.5288766171602681,0.19384859122443232,0.19384859122443224
Fuzuli district,district,2009,22,NA,14437,13347,4064,48,6757,0.1,NA,30,NA,22,0.1,8.818334283552174,9.499046919474152,8.309922989258318,TRUE,FALSE,0,0.5282952382235047,0.18308037852829806,0.18308037852829806
Fuzuli district,district,2011,83.21,NA,14798,13988,6447,48,9615,-8.3,NA,28.9,NA,83.21,-8.3,9.17107965802288,9.545955098183267,8.77137018531062,TRUE,FALSE,0,0.6134170573130004,0.23100363459352316,0.2310036345935231
Fuzuli district,district,2012,43.5,NA,14830,13999,6884,48,11628,16.2,NA,50.32,NA,43.5,16.2,9.361171261678766,9.546741177474825,8.83695515733143,TRUE,FALSE,0,0.6696491256294642,0.25450900276219274,0.2545090027621928
Fuzuli district,district,2013,47.36,NA,14867,14049,6638,48,17404,6,NA,50,NA,47.36,6,9.76445534384057,9.550306497851652,8.80056599227992,TRUE,FALSE,0,0.7805107147500446,0.3746804765243325,0.3746804765243326
Fuzuli district,district,2014,36.46,NA,15460,14626,5287,47.9,17869,15.5,NA,41.67,NA,36.46,15.5,9.790822646878661,9.590556045830896,8.57300625623545,TRUE,FALSE,0,0.7760951340636503,0.37057535948143483,0.3705753594814347
Fuzuli district,district,2015,36.11,NA,15690,14821,5975,48,20321,11.1,NA,40,NA,36.11,11.1,9.919410113079943,9.603800372956915,8.695339376799712,TRUE,FALSE,0,0.8031897485765273,0.44589952465186805,0.445899524651868
Fuzuli district,district,2016,36.1,NA,15857,14992,6040,26.8,23199,38.9,NA,50,NA,36.1,38.9,10.051864453277146,9.615272004478204,8.706159290928861,TRUE,FALSE,0,0.8281520266438135,0.4328739463107027,0.4328739463107027
Fuzuli district,district,2017,31.83,NA,16028,15067,6216,30.6,24560,57.2,NA,50,NA,31.83,57.2,10.108874382261078,9.620262200801289,8.734881892047483,TRUE,FALSE,0,0.8378531524550646,0.44981814640731094,0.4498181464073109
Fuzuli district,district,2018,33.01,NA,16030,15195,5787,30.3,27916,33,NA,43.93,NA,33.01,33,10.236955280137042,9.628721705350893,8.663369301573839,TRUE,FALSE,0,0.8577372760135299,0.4714545363390336,0.4714545363390337
Fuzuli district,district,2019,34.05,NA,16120,15306,6279,35.1,28135,46.9,NA,50,NA,34.05,46.9,10.24476963186738,9.636000187369866,8.744966011114109,TRUE,FALSE,0,0.8578196286593887,0.49804105171754676,0.49804105171754665
Fuzuli district,district,2020,32.23,NA,16228,15350,6957,32.1,28293,55.1,NA,50,NA,32.23,55.1,10.250369703211994,9.638870753015343,8.847503625923641,TRUE,FALSE,0,0.8583047111105899,0.5022557861850381,0.5022557861850382
Fuzuli district,district,2021,31.25,NA,16227,15349,6721,30.6,28599,36.4,NA,44.73,NA,31.25,36.4,10.261127031161688,9.638805604313408,8.812992231969966,TRUE,TRUE,1,0.8599268563020909,0.5021123174243534,0.5021123174243534
Fuzuli district,district,2022,29.49,NA,16289,15412,6928,33.5,28747,120.4,NA,65,NA,29.49,120.4,10.266288692954797,9.642901705746048,8.843326450242271,TRUE,TRUE,1,0.8600740010001555,0.5276003609086276,0.5276003609086276
Fuzuli district,district,2023,27.75,NA,13630,12770,7126.9,19.6,29291,136.2,NA,159.78,NA,27.75,136.2,10.285035580584145,9.454853949026585,8.871631636254282,TRUE,TRUE,1,0.8886787735152966,0.4818193534935095,0.4818193534935095
Fuzuli district,district,2024,29.22,NA,14070,13705,7803,23.3,27980,146.9,NA,71.73,NA,29.22,146.9,10.239245248219472,9.525516008736886,8.962263554116761,TRUE,TRUE,1,0.8740647675452424,0.5687455589862125,0.5687455589862125
Gabala district,district,2005,9.77,8.46,24934,22753,1000,50,24503,0.1,1.6,25.25,20.42,9.77,0.1,10.106550838016146,10.032452283817127,6.907755278982137,FALSE,FALSE,0,0.7322758514340206,0.5809916059870553,0.5809916059870553
Gabala district,district,2008,19.2,19,25730,23891,1569,47.5,25473,6.5,41.7,20,34,19.2,6.5,10.145374346667474,10.08125709796202,7.358193752733032,FALSE,FALSE,0,0.7293183336417686,0.38895870970457613,0.38895870970457613
Gabala district,district,2009,11.03,16.31,25973,24232,1282,48,25608,2,39.1,50,25,11.03,2,10.150660081649699,10.095429352707074,7.156176637480615,FALSE,FALSE,0,0.7262149861081042,0.3474665712591256,0.3474665712591256
Gabala district,district,2010,20,15.78,26060,24489,1637,48,25658,14.3,73.8,40,32.9,20,14.3,10.152610692809285,10.105979316119466,7.400620577371135,FALSE,FALSE,0,0.7239965624193242,0.37680369384019974,0.37680369384019974
Gabala district,district,2011,24.99,NA,26135,24620,1922,48,26127,42.1,NA,33,NA,24.99,42.1,10.17072454136085,10.111314399738445,7.561121589530238,FALSE,FALSE,0,0.7277694526104661,0.3191845591089079,0.3191845591089079
